entry_id;calculation_id;delta_e
31125;8205;-0.173657
3100;8206;-0.185921
23355;8207;-1.02217
10791;8208;-0.47166
3747;8213;0.086622
4390;8216;-0.201856
4391;8217;-0.200633
17927;8219;-0.283219
10094;8220;-0.49328
26209;8222;-1.0501
17213;8223;-0.55037
3894;8225;0.0416381
3135;8227;-0.707649
10059;8228;0.00545049
7881;8235;0.179061
30528;8236;-0.826893
18757;8238;-0.431467
12890;8239;-1.4439
31058;8243;-0.794128
10798;8244;-0.794402
14401;8245;-1.46305
27587;8247;0.519624
10076;8250;-0.228347
18971;8255;0.00165936
19825;8260;-0.309893
30054;8262;-0.199001
20616;8281;-0.3922
14301;8282;-0.423373
4571;8283;-3.51258
4576;8284;-2.11846
11317;8287;-1.42865
17984;8293;-0.263102
6102;8295;-3.26084
11028;8296;0.0651982
10804;8299;-0.867536
18756;8300;0.0536922
10574;8306;-0.256236
23356;8311;-0.568066
18538;8312;-0.539843
11029;8316;0.0249614
7474;8318;-0.528967
10811;8319;-0.639314
2619;8322;-0.495902
12305;8330;-1.20705
30395;8331;-0.908665
10055;8333;-1.70274
10845;8349;-0.471011
3675;8350;-2.10037
23343;8352;-0.635545
18005;8357;-0.870889
30676;8358;0
21370;8359;0.593055
19296;8362;-0.500909
18540;8363;-0.469954
21129;8366;-0.0737973
22351;8373;-0.192513
5051;8375;-0.163857
4925;8377;-0.202475
10089;8381;-0.468317
21090;8384;-1.71804
20513;8393;1.12948
10553;8395;-0.618549
7477;8396;-0.335279
9303;8398;0
21130;8402;-0.491418
17253;8408;-0.167674
7257;8410;-4.20599
3681;8412;-2.73418
10096;8418;-0.691522
7002;8422;-0.845991
2614;8431;0.0668191
10098;8433;-0.55641
3170;8443;-0.388878
7536;8444;-0.233862
20617;8445;-0.398337
13949;8446;-0.282869
10883;8449;-0.167373
8288;8458;-0.70278
3449;8461;-0.478635
30681;8469;-0.253495
9314;8472;0
5629;8473;-3.05619
30077;8474;-0.606872
5657;8475;-0.595972
8052;8481;-0.549115
10186;8487;-0.0018589
14057;8489;-0.964593
13376;8490;-0.192463
12351;8492;-1.2416
18536;8499;-0.381053
21292;8505;-0.642802
8332;8506;-0.56187
13648;8509;0.00380058
15462;8510;-0.380322
8061;8514;-0.477526
14225;8515;-1.44039
10088;8527;-0.0980929
10090;8528;-0.484311
29046;8540;-0.122658
20618;8543;-0.383148
8057;8545;-0.052459
5762;8547;-0.355655
13375;8553;-0.0606312
13377;8554;-0.11462
17743;8555;-0.696933
6973;8556;-0.181979
11882;8558;-0.95523
21148;8563;-0.469336
18535;8564;-0.349008
10097;8567;-0.199395
17963;8570;-0.462203
17497;8572;0.257139
19345;8574;-0.134714
20470;8582;-0.942524
22486;8584;-0.0417798
30786;8585;-1.16887
18163;8586;-0.264853
17420;8587;-0.392684
5631;8588;-0.0480285
13640;8591;-0.878925
18264;8592;-0.544572
18539;8593;-0.56664
5486;8596;-0.849459
10384;8597;-0.424092
18857;8605;-0.558076
14026;8608;-1.08723
10338;8612;-1.1217
13702;8613;-0.226555
6319;8617;-0.564024
21149;8619;-0.469612
10131;8632;-0.221073
19518;8642;-0.136642
10080;8654;-0.339903
17784;8655;-0.91025
8180;8667;0.537891
8352;8668;-1.81297
10911;8674;-0.16082
13372;8675;-0.16382
18762;8676;-0.283797
30885;8679;-0.174704
5321;8680;-0.290206
30790;8681;-0.423067
3097;8683;-0.44004
25011;8684;-0.511305
11875;8685;-0.0716808
3943;8686;-2.65772
28749;8699;-0.959449
5617;8701;-2.78571
4091;8703;-0.218702
27652;8704;-0.310186
16513;8720;-0.192553
10366;8721;-0.32899
10374;8722;-0.171875
29938;8726;-0.205788
31222;8729;-0.688611
5508;8737;1.47643
6792;8739;-1.06579
3229;8744;-0.159023
18856;8746;-0.613412
5780;8747;0.0233041
8359;8752;-0.489223
7549;8754;-1.46216
17990;8760;-0.488011
18006;8761;-0.531522
10111;8762;-1.22734
8205;8763;-1.25201
23179;8764;-0.8971
3668;8765;-0.199358
17598;8770;-0.391953
22213;8774;-1.97964
28759;8775;-0.95684
17442;8776;0.154346
31232;8779;-0.701175
23730;8780;0.162726
28764;8787;-0.866767
4389;8788;-0.0606105
3889;8790;-0.118081
10084;8792;0.0936911
22651;8793;-0.00864871
21392;8794;0.119328
27633;8795;-0.307509
5788;8796;-1.32793
10677;8798;0.0521081
13996;8802;-1.04751
10372;8806;-0.00381848
13751;8811;0.257471
3506;8816;-0.324667
2092;8819;-2.80475
7232;8820;-0.910821
21348;8822;0.531785
22939;8824;-0.240082
6273;8825;-0.744891
22782;8838;-1.00479
18890;8842;-0.572317
13888;8853;-0.192463
8366;8854;-0.593053
18123;8856;-0.338987
27616;8858;-0.34837
17304;8859;-0.63365
18204;8864;-0.329166
17828;8866;-0.340049
19369;8867;-0.185537
17090;8870;-0.749716
18892;8872;-0.312773
18837;8875;0.210519
18844;8876;-0.691949
6298;8878;-1.6553
29730;8880;-0.213859
29987;8881;-0.694151
10680;8882;-0.125487
17385;8883;-0.304225
6949;8884;-1.08173
10938;8885;-0.548257
23180;8890;-0.890128
18014;8894;-0.396223
15899;8902;0.477182
30948;8904;-0.634433
28933;8906;-0.605587
20651;8907;-0.12114
29968;8908;-0.608125
30646;8911;0.0129693
11299;8915;-1.02091
22350;8923;-1.01508
18382;8927;-0.505316
30892;8937;-1.0605
30939;8938;-0.226897
17793;8939;-0.912829
27647;8940;-0.104371
28170;8942;-0.56096
5411;8944;-1.11019
10626;8949;-0.341657
19408;8950;-0.167523
30883;8955;-3.71041
5698;8956;-1.10369
9312;8958;0.00149059
13499;8971;-0.727716
18125;8973;-0.510828
17620;8975;-0.175955
17880;8976;-0.536195
23181;8981;-0.353729
17611;8983;-0.221668
17363;8985;-0.803441
21534;8987;0.0103603
10117;8991;-0.490764
18884;8998;-0.803113
13242;8999;-0.0889557
12966;9010;-0.0717927
18128;9012;-0.333598
18894;9016;-0.216652
30926;9017;-0.283202
29680;9022;-0.161003
27650;9023;-0.344925
10141;9024;-0.568285
15031;9025;-0.350469
15032;9026;-0.420789
21450;9028;-0.124475
29715;9040;-0.222254
17073;9041;-0.12172
17717;9045;0.0761395
17622;9046;-0.935062
17873;9048;-0.354405
17875;9050;-0.207199
7011;9051;-1.05215
30951;9052;-0.757839
17628;9054;-0.123748
4765;9056;0.0782893
6957;9059;-1.65863
20943;9060;-0.703084
18138;9061;-0.514967
13670;9064;-0.0979042
19154;9071;-0.371679
28985;9073;-0.322127
18908;9076;-0.544506
17288;9077;-0.584953
3714;9079;-0.845435
10922;9080;-0.133186
17085;9082;-0.399794
13373;9084;-0.08302
20689;9086;0.00334961
17876;9088;0.216314
18132;9089;-0.197936
18135;9090;-0.494754
3009;9093;-0.225419
22246;9124;-0.0539886
3665;9126;-0.0830015
30776;9130;0.807651
20807;9133;-0.722288
24109;9138;-0.278543
13686;9139;-0.143592
23182;9141;-0.673503
28164;9142;-0.848497
17068;9143;-0.109865
28185;9144;-0.890173
7815;9149;-0.225181
10635;9150;-0.33503
10427;9151;-0.00285079
18385;9152;-0.585133
17881;9154;-0.638042
3010;9155;-0.188709
18532;9156;-0.169203
4464;9161;-0.849358
19681;9165;-0.486147
17624;9169;-1.09079
13561;9173;-0.712841
17712;9175;-0.36467
17890;9176;-0.438648
14534;9180;-0.340589
17882;9181;-0.708849
22245;9182;-0.0775904
5761;9186;-0.237061
27649;9187;-0.334554
17884;9190;-0.496501
10964;9191;-0.449675
18187;9288;0.149029
11310;9290;-1.41543
13752;9293;0.260587
28713;9295;-0.995952
17619;9296;-0.129739
21462;9297;0.0582
10950;9299;-0.698756
13006;9300;-1.20753
30531;9302;-0.443764
17378;9304;0.221665
5069;9305;-0.717728
10236;9311;-0.306692
23315;9313;0.0110426
29042;9314;-0.345194
5378;9315;-0.333768
21539;9321;0.638803
11026;9322;-0.336225
30091;9324;-0.547385
17960;9325;-0.283969
28821;9326;-0.0854661
5660;9327;-4.56638
10792;9328;-0.691646
4135;9330;-0.842343
29866;9336;-0.342632
6963;9337;-1.07055
2353;9338;-0.410943
10818;9340;-0.279987
15700;9342;-0.614341
5444;9343;-0.116525
2881;9344;-0.835216
3666;9346;-0.106024
3667;9347;-0.124305
8032;9348;-0.674923
12907;9353;-1.42038
12141;9356;-1.20702
17794;9357;-0.639406
23183;9358;-0.753199
28914;9359;-0.270954
21394;9360;0.585511
28663;9362;-0.136789
17814;9364;-0.727896
17817;9366;-0.152706
18334;9370;0.347724
8076;9371;-1.23479
28932;9374;0.0244211
14489;9377;0.0526495
19368;9378;-0.153566
30989;9379;-0.537216
18859;9380;-0.727727
19116;9381;-1.33414
28944;9382;0.0526647
13988;9384;-1.01454
17849;9387;-0.238262
10926;9390;-0.697987
10927;9391;-1.05011
10929;9394;-1.04124
4779;9395;-1.21284
30502;9396;-0.839385
2985;9397;-1.23542
19653;9400;-0.255337
19909;9401;-1.0995
12727;9403;-0.644015
10935;9407;-0.363861
17351;9408;-0.391926
18119;9409;-0.726308
17864;9412;-0.455798
28716;9413;0.0902517
17609;9416;-0.295207
23507;9420;-0.324362
30255;9421;-0.310827
12991;9424;-0.848091
18380;9426;-0.325742
10429;9429;-0.268847
19405;9431;-1.01652
14531;9433;-0.235153
19406;9434;-0.534545
14532;9436;-0.256193
18383;9437;-0.467497
22226;9438;-0.918965
30515;9439;-0.519031
14533;9440;-0.336446
17616;9441;-0.554201
20433;9442;-0.408543
4794;9444;-2.33173
5306;9445;-2.77067
10433;9446;-0.328366
21460;9447;-0.159297
4795;9448;-1.58873
5307;9449;-2.82117
10690;9450;-0.125061
14535;9452;-0.344082
18386;9454;-0.433161
22742;9455;-1.86001
10435;9457;-0.129396
22743;9458;-1.66204
30519;9459;-1.15022
4541;9461;-1.34307
5309;9462;-2.8781
10180;9463;-0.806701
10692;9464;0.0289985
4285;9465;-1.04632
17877;9466;0.545531
20695;9467;-1.77327
21464;9468;-0.0594439
10438;9469;-0.414856
17623;9472;-0.92507
23004;9473;-1.18962
10440;9477;-0.31486
6083;9480;-0.834196
5059;9485;-1.43788
10698;9487;-0.452722
11722;9488;-1.3212
21469;9489;-0.913254
5060;9490;-1.31011
8137;9491;0
10443;9493;-0.353634
10955;9494;-0.74991
17883;9495;-0.831122
28223;9496;-0.549891
17885;9498;-0.713904
18909;9499;-1.11304
19421;9500;0.0602553
28225;9502;-0.447669
28226;9508;-0.902561
10447;9509;-0.420639
13780;9510;-1.17762
5065;9511;-0.320678
6858;9512;-1.80917
10704;9513;-0.183361
13781;9514;-2.02709
17632;9515;-0.123754
10961;9518;-0.313361
13782;9519;-0.878878
17889;9520;-0.644571
19425;9521;-0.461134
28998;9524;-0.0834869
29766;9525;-0.1409
10707;9527;-0.135747
17379;9528;-0.526505
17635;9529;-0.258664
17636;9532;-0.321075
1994;9533;-0.523714
14554;9534;-1.23288
18149;9535;-0.0672391
26441;9536;-0.661226
19155;9538;0.72059
10710;9539;-0.673749
3022;9540;-2.79
19431;9542;-1.13838
22250;9543;-0.345221
22507;9544;0.0113801
27979;9545;-0.460578
3023;9546;-2.91155
8150;9547;-1.17151
3024;9550;-2.92551
17897;9551;-1.90077
10714;9560;-0.147862
17642;9561;-0.12965
30031;9568;-1.0542
7898;9575;-0.036033
27217;9582;-0.915775
21731;9687;0.759902
21470;9785;-0.885904
17387;9837;-0.758213
4824;9840;0.237263
28215;9879;-0.837794
26968;9880;0.0924714
18920;9922;-0.156469
18665;9923;-0.726107
2012;9925;-0.186123
18167;9926;-0.20932
10477;9927;-0.419252
30308;9988;-0.297497
17159;9989;-0.104937
10489;9991;-0.0996664
11003;9992;-0.463821
