entry_id;calculation_id;band_gap
20918;7695;0
30525;7697;0.591
27972;7698;0
5585;7699;7.8
5073;7700;0
5586;7701;3.306
19477;7707;0
10987;7710;0
17899;7712;3.344
10980;7715;0
18682;7716;0
21410;7721;0
30998;7722;0
6063;7724;0
7378;7725;0
23310;7734;0
13335;7740;1.023
8210;7741;0
4581;7744;2.368
3841;7750;0
10918;7759;0
14012;7761;0
18376;7762;0.602
8085;7770;18.407
18900;7771;0
28232;7772;0
17417;7774;0
30574;7775;0
5113;7777;2.438
19775;7779;0
13920;7784;0
10697;7787;0
10925;7793;0
17426;7795;0
19194;7800;0
3842;7801;0
10726;7809;0
14060;7810;0
10917;7811;0
10674;7812;0
10687;7813;0
28725;7814;0.221
18898;7815;0
14056;7818;0.267
8253;7822;0.411
25148;7824;0
3102;7828;0
30779;7834;0
30529;7836;0
10691;7838;0
17430;7839;0
27515;7845;0
7955;7851;0
10928;7852;0
14009;7853;0
2779;7855;1.334
10733;7856;0
9974;7863;0
11315;7864;3.305
28999;7865;0
5147;7872;0
10721;7874;0
18738;7876;0
10718;7878;0
14054;7879;0.869
14055;7880;0.372
20796;7884;0
8505;7885;0.684
8474;7886;0
10948;7888;0.438
5068;7889;0
28235;7891;0
3838;7893;0
19196;7895;0
9973;7897;0
6396;7898;0
31109;7900;0
8469;7901;0
11032;7902;0
10679;7905;0
13700;7907;0
19121;7908;0
8354;7909;5.709
28728;7911;0
17715;7912;0
10276;7913;0
27299;7915;0
30523;7918;1.349
31036;7920;0
17398;7921;0
8151;7927;0.759
31133;7930;0
10545;7931;0.418
31163;7935;0.752
28719;7937;0.245
18899;7938;0.953
10716;7939;0
7901;7940;0
5145;7953;0
4880;7955;3.244
17219;7958;0
10788;7963;0
8222;7965;2.438
18185;7967;0
17403;7972;0
10732;7975;0
13819;7980;0
17180;7982;0
10256;7984;0
17447;7986;0
13989;7990;0
27949;7991;0
10956;7992;0
29783;7994;0
3840;7996;0
11023;7997;0
8501;8002;1.942
21463;8010;0
17444;8012;0
12315;8014;1.627
10932;8017;0.361
25430;8018;0
4577;8019;3.152
3101;8020;0
7680;8022;0
2349;8024;0
17485;8025;0
10941;8036;0.277
28727;8037;0.261
4569;8038;1.044
10723;8039;0
31059;8060;0
4583;8061;2.389
25956;8062;0
13817;8064;0
18742;8065;0
4090;8067;0.615
3843;8069;0
30622;8071;0
18456;8072;0
7899;8073;0
11318;8078;2.357
10949;8082;0.272
10783;8084;0
3098;8085;0
30368;8087;0
8181;8088;0
18165;8089;0
8492;8090;0
3844;8093;0
17186;8094;0
3637;8095;1.163
10058;8096;2.628
20830;8097;0
10776;8099;0
30349;8100;0
17971;8102;0
3099;8103;0
30362;8104;0
7473;8105;0
21054;8106;0
17355;8107;0
13477;8108;0
13789;8109;0
10743;8110;0.25
13374;8112;0
11319;8114;2.303
18978;8115;0
17683;8117;0
11020;8119;0
14625;8123;0.391
16685;8125;0
10784;8126;0
4898;8127;5.632
11326;8128;0
4663;8131;0
11061;8133;0
4879;8135;0
11060;8136;0
11316;8137;2.611
18972;8145;0
6104;8147;0
10742;8148;0
15433;8153;0
4179;8154;5.091
18537;8156;0.267
22603;8159;0
11320;8160;2.398
18001;8161;0
10564;8163;0
7489;8164;0
8177;8170;0
8441;8179;0
3846;8181;0
29587;8182;0
10075;8183;0
17382;8190;0
4343;8191;0
19560;8193;0
1870;8194;0
10073;8195;0
28229;8203;0
5084;8204;0
31125;8205;0
3100;8206;0
23355;8207;1.044
10791;8208;0
3747;8213;0
4390;8216;0
4391;8217;0
17927;8219;0
10094;8220;0
26209;8222;0
17213;8223;0
3894;8225;0
3135;8227;0
10059;8228;0
7881;8235;0
30528;8236;0
18757;8238;0.795
12890;8239;1.768
31058;8243;0
10798;8244;0.431
14401;8245;0
27587;8247;0
10076;8250;0
18971;8255;0
19825;8260;0
30054;8262;0
20616;8281;0
14301;8282;1.337
4571;8283;0
4576;8284;2.349
11317;8287;2.219
17984;8293;0
6102;8295;0
11028;8296;0
10804;8299;0
18756;8300;0
10574;8306;0
23356;8311;0.925
18538;8312;0
11029;8316;0
7474;8318;0.644
10811;8319;0
2619;8322;0
12305;8330;0
30395;8331;0.357
10055;8333;1.077
10845;8349;0
3675;8350;5.607
23343;8352;0
18005;8357;0.85
30676;8358;0
21370;8359;0
19296;8362;0
18540;8363;0
21129;8366;0
22351;8373;0
5051;8375;0
4925;8377;0
10089;8381;0
21090;8384;4.627
20513;8393;0
10553;8395;0
7477;8396;0
9303;8398;0
21130;8402;0
17253;8408;0.404
7257;8410;7.434
3681;8412;5.526
10096;8418;0
7002;8422;0
2614;8431;0
10098;8433;0
3170;8443;0
7536;8444;1.413
20617;8445;0
13949;8446;0
10883;8449;0
8288;8458;0
3449;8461;0
30681;8469;0
9314;8472;0
5629;8473;0
30077;8474;0
5657;8475;1.541
8052;8481;0
10186;8487;0.575
14057;8489;0
13376;8490;0
12351;8492;0
18536;8499;0.832
21292;8505;0
8332;8506;0
13648;8509;0
15462;8510;0
8061;8514;0
14225;8515;1.785
10088;8527;0
10090;8528;0
29046;8540;0
20618;8543;0
8057;8545;0
5762;8547;0
13375;8553;1.124
13377;8554;0
17743;8555;0
6973;8556;0
11882;8558;0
21148;8563;0
18535;8564;0
10097;8567;0
17963;8570;0
17497;8572;0
19345;8574;0
20470;8582;0.475
22486;8584;0
30786;8585;0
18163;8586;0
17420;8587;0
5631;8588;0
13640;8591;0
18264;8592;0
18539;8593;0
5486;8596;0
10384;8597;0
18857;8605;0
14026;8608;0
10338;8612;0.38
13702;8613;0
6319;8617;1.157
21149;8619;0
10131;8632;0
19518;8642;0
10080;8654;0
17784;8655;0.406
8180;8667;0
8352;8668;2.245
10911;8674;0
13372;8675;0
18762;8676;0
30885;8679;0
5321;8680;5.01
30790;8681;0
3097;8683;0
25011;8684;0
11875;8685;0
3943;8686;4.418
28749;8699;0.347
5617;8701;0
4091;8703;0.186
27652;8704;0
16513;8720;0
10366;8721;0
10374;8722;0
29938;8726;0
31222;8729;0
5508;8737;0
6792;8739;1.964
3229;8744;0
18856;8746;0
5780;8747;0
8359;8752;0
7549;8754;0
17990;8760;0
18006;8761;0
10111;8762;0.386
8205;8763;0
23179;8764;0.215
3668;8765;0
17598;8770;0
22213;8774;1.994
28759;8775;0
17442;8776;0
31232;8779;0
23730;8780;0
28764;8787;0
4389;8788;1.124
3889;8790;0
10084;8792;1.681
22651;8793;0
21392;8794;0
27633;8795;0
5788;8796;3.464
10677;8798;0
13996;8802;1.637
10372;8806;0
13751;8811;6.566
3506;8816;0
2092;8819;5.688
7232;8820;0.438
21348;8822;0
22939;8824;0
6273;8825;4.762
22782;8838;1.422
18890;8842;0
13888;8853;0
8366;8854;0
18123;8856;0
27616;8858;0
17304;8859;0
18204;8864;0
17828;8866;0
19369;8867;0
17090;8870;0
18892;8872;0
18837;8875;0
18844;8876;0
6298;8878;1.162
29730;8880;0
29987;8881;0
10680;8882;0
17385;8883;0
6949;8884;0
10938;8885;0.595
23180;8890;0
18014;8894;0
15899;8902;0
30948;8904;0
28933;8906;0
20651;8907;0
29968;8908;0
30646;8911;0
11299;8915;1.722
22350;8923;0
18382;8927;0
30892;8937;0
30939;8938;0
17793;8939;0.57
27647;8940;0
28170;8942;0
5411;8944;1.251
10626;8949;0
19408;8950;0
30883;8955;2.612
5698;8956;2.209
9312;8958;0
13499;8971;3.771
18125;8973;0
17620;8975;0
17880;8976;0
23181;8981;0
17611;8983;0
17363;8985;0
21534;8987;0
10117;8991;0
18884;8998;0
13242;8999;0
12966;9010;0
18128;9012;0
18894;9016;0
30926;9017;0
29680;9022;0
27650;9023;0
10141;9024;0
15031;9025;0.624
15032;9026;0.465
21450;9028;0
29715;9040;0
17073;9041;0
17717;9045;0
17622;9046;0
17873;9048;0
17875;9050;0
7011;9051;1.343
30951;9052;0
17628;9054;0
4765;9056;0
6957;9059;0
20943;9060;0
18138;9061;0
13670;9064;0
19154;9071;0
28985;9073;0
18908;9076;0
17288;9077;0
3714;9079;0
10922;9080;0
17085;9082;0
13373;9084;0
20689;9086;0
17876;9088;0
18132;9089;0
18135;9090;0
3009;9093;0
22246;9124;0
3665;9126;0
30776;9130;0
20807;9133;1.415
24109;9138;2.783
13686;9139;0
23182;9141;0
28164;9142;0
17068;9143;0
28185;9144;0
7815;9149;0
10635;9150;0
10427;9151;0
18385;9152;0
17881;9154;0
3010;9155;0
18532;9156;0
4464;9161;0.295
19681;9165;0
17624;9169;0
13561;9173;0
17712;9175;0
17890;9176;0
14534;9180;0
17882;9181;0
22245;9182;0
5761;9186;0
27649;9187;0
17884;9190;0
10964;9191;0
18187;9288;0
11310;9290;0
13752;9293;6.253
28713;9295;0.322
17619;9296;0
21462;9297;0
10950;9299;0.381
13006;9300;0
30531;9302;0
17378;9304;0
5069;9305;2.232
10236;9311;0
23315;9313;0
29042;9314;0
5378;9315;1.911
21539;9321;0
11026;9322;0
30091;9324;0
17960;9325;0
28821;9326;1.264
5660;9327;7.938
10792;9328;0
4135;9330;0
29866;9336;0
6963;9337;0
2353;9338;0
10818;9340;0
15700;9342;1.249
5444;9343;0
2881;9344;0.961
3666;9346;0
3667;9347;0
8032;9348;0
12907;9353;0
12141;9356;0
17794;9357;0
23183;9358;0.256
28914;9359;0
21394;9360;0.365
28663;9362;0
17814;9364;0.316
17817;9366;0
18334;9370;0
8076;9371;0
28932;9374;1.878
14489;9377;0
19368;9378;0
30989;9379;0
18859;9380;0.495
19116;9381;0.641
28944;9382;0
13988;9384;0
17849;9387;0
10926;9390;0.383
10927;9391;0
10929;9394;0
4779;9395;1.902
30502;9396;0
2985;9397;0.749
19653;9400;0
19909;9401;0.846
12727;9403;0.672
10935;9407;0.402
17351;9408;0
18119;9409;0
17864;9412;0
28716;9413;0
17609;9416;0
23507;9420;0
30255;9421;0
12991;9424;0.946
18380;9426;0
10429;9429;0
19405;9431;0
14531;9433;0
19406;9434;0
14532;9436;0
18383;9437;0
22226;9438;0
30515;9439;0
14533;9440;0
17616;9441;0
20433;9442;0
4794;9444;2.332
5306;9445;3.697
10433;9446;0
21460;9447;0
4795;9448;1.336
5307;9449;3.774
10690;9450;0
14535;9452;0
18386;9454;0
22742;9455;1.403
10435;9457;0
22743;9458;1.479
30519;9459;0
4541;9461;1.003
5309;9462;3.755
10180;9463;1.169
10692;9464;0
4285;9465;0
17877;9466;0
20695;9467;0
21464;9468;0
10438;9469;0
17623;9472;0
23004;9473;2.048
10440;9477;0
6083;9480;0.831
5059;9485;0
10698;9487;0
11722;9488;1.276
21469;9489;0
5060;9490;0.43
8137;9491;0
10443;9493;0
10955;9494;0
17883;9495;0
28223;9496;0
17885;9498;0
18909;9499;0
19421;9500;0
28225;9502;0
28226;9508;0
10447;9509;0
13780;9510;0
5065;9511;0
6858;9512;1.679
10704;9513;0
13781;9514;2.395
17632;9515;0
10961;9518;0.243
13782;9519;0
17889;9520;0
19425;9521;0.918
28998;9524;0
29766;9525;0
10707;9527;0
17379;9528;0
17635;9529;0
17636;9532;0
1994;9533;0.707
14554;9534;0.873
18149;9535;0
26441;9536;0
19155;9538;0
10710;9539;0
3022;9540;3.737
19431;9542;0
22250;9543;0.73
22507;9544;0.43
27979;9545;0
3023;9546;3.704
8150;9547;0
3024;9550;3.854
17897;9551;0
10714;9560;0
17642;9561;0
30031;9568;0
7898;9575;0.399
27217;9582;0
21731;9687;0
21470;9785;0
17387;9837;0
4824;9840;0.56
28215;9879;0
26968;9880;0
18920;9922;0
18665;9923;0
2012;9925;0
18167;9926;0
10477;9927;0
30308;9988;0
17159;9989;0
10489;9991;0
11003;9992;0
