material_id;formula_pretty
mp-1248667;SiO2
mp-1248668;SiO2
mp-1248691;SiO2
mp-1248696;SiO2
mp-1248697;SiO2
mp-1248709;SiO2
mp-1248738;SiO2
mp-1248772;SiO2
mp-1248793;CeAlCu
mp-1248795;SiO2
mp-1248803;SiO2
mp-1248830;SiO2
mp-1248848;SiO2
mp-1248856;SiO2
mp-1248957;SiO2
mp-1248966;SiO2
mp-1248975;SiO2
mp-1248983;SiO2
mp-1248990;SiO2
mp-1249014;SiO2
mp-1249020;SiO2
mp-1249027;SiO2
mp-1249047;SiO2
mp-1249067;SiO2
mp-1249069;Ce2Si3Rh
mp-1249076;SiO2
mp-1249086;SiO2
mp-1249090;SiO2
mp-1249092;SiO2
mp-1249106;SiO2
mp-1249176;SiO2
mp-1249214;SiO2
mp-1249220;SiO2
mp-1249232;SiO2
mp-1249236;SiO2
mp-1249250;SiO2
mp-1249256;SiO2
mp-1249271;SiO2
mp-1249276;SiO2
mp-1249283;SiO2
mp-1249308;SiO2
mp-1249332;SiO2
mp-1249335;SiO2
mp-1249338;SiO2
mp-1249341;SiO2
mp-1249380;SiO2
mp-1249408;SiO2
mp-1249424;SiO2
mp-1249437;SiO2
mp-1249449;SiO2
mp-1249455;SiO2
mp-1249482;SiO2
mp-1249493;SiO2
mp-1249504;SiO2
mp-1249517;SiO2
mp-1249540;SiO2
mp-1249546;SiO2
mp-1249549;SiO2
mp-1249583;SiO2
mp-1249599;SiO2
mp-1249610;SiO2
mp-1249619;Er3AlC
mp-1249637;SiO2
mp-1249643;SiO2
mp-1249655;SiO2
mp-1249684;SiO2
mp-1249754;SiO2
mp-1249787;SiO2
mp-1249821;K2NaAlAs2
mp-1249848;SiO2
mp-1249862;SiO2
mp-1249863;SiO2
mp-1249891;SiO2
mp-1249895;SiO2
mp-1249897;SiO2
mp-1249908;SiO2
mp-1249929;SiO2
mp-1249932;Li2Si2O5
mp-1249955;Ce2Si3Rh
mp-1249969;SiO2
mp-1249991;SiO2
mp-1249992;SiO2
mp-1250013;SiO2
mp-1250019;SiO2
mp-1250020;SiO2
mp-1250024;Nd2AlNi2
mp-1250030;NpSi2
mp-1250038;MnAlFe2
mp-1250075;Li2Si2O5
mp-1250079;SiO2
mp-1250082;SiO2
mp-1250103;SiO2
mp-1250105;SiO2
mp-1250115;SiO2
mp-1250126;Li2Si2O5
mp-1250163;SiO2
mp-1250199;SiO2
mp-1250203;SiO2
mp-1250209;SiO2
mp-1250216;SiO2
mp-1250236;SiO2
mp-1250256;SiO2
mp-1250261;SiO2
mp-1250270;SiO2
mp-1250279;SiO2
mp-1250285;SiO2
mp-1250326;SiO2
mp-1250362;SiO2
mp-1250380;SiO2
mp-1250384;SiO2
mp-1250407;SiO2
mp-1250443;SiO2
mp-1250463;SiO2
mp-1250469;SiO2
mp-1250475;SiO2
mp-1250480;SiO2
mp-1250490;SiO2
mp-1250533;SiO2
mp-1250543;SiO2
mp-1250551;SiO2
mp-1250556;SiO2
mp-1250565;SiO2
mp-1250577;SiO2
mp-1250583;SiO2
mp-1250624;SiO2
mp-1250639;SiO2
mp-1250668;SiO2
mp-1250674;SiO2
mp-1250679;SiO2
mp-1250690;SiO2
mp-1250700;SiO2
mp-1250704;K2NaAlAs2
mp-1250739;SiO2
mp-1250762;Er3AlC
mp-1250795;SiO2
mp-1250904;SiO2
mp-1250911;SiO2
mp-1250953;SiO2
mp-1250982;SiO2
mp-1251035;Al3Ru2
mp-1251044;SiO2
mp-1251047;SiO2
mp-1251067;SiO2
mp-1251098;AlCr2C
mp-1251118;SiO2
mp-1251120;SiO2
mp-1251171;SiO2
mp-1251175;SiO2
mp-1251192;LiAl
mp-1251217;SiO2
mp-1251218;SiO2
mp-1251223;SiO2
mp-1251238;SiO2
mp-1251248;SiO2
mp-1251255;BaAl9Ni2
mp-1251259;SiO2
mp-1251337;SiO2
mp-1251348;SiO2
mp-1251356;SiO2
mp-1251359;SiO2
mp-1251373;SiO2
mp-1251398;SiO2
mp-1251444;BaAl9Ni2
mp-1251446;SiO2
mp-1251462;SiO2
mp-1251479;SiO2
mp-1251493;SiO2
mp-1251495;SiO2
mp-12515;LaZnSbO
mp-1251515;SiO2
mp-1251536;SiO2
mp-1251564;SiO2
mp-1251580;SiO2
mp-1251657;YbAl3
mp-1251673;SiO2
mp-1251676;SiO2
mp-1251697;SiO2
mp-1251947;SiO2
mp-1251955;SiO2
mp-1252014;SiO2
mp-1252052;SiO2
mp-1252061;SiO2
mp-1252147;SiO2
mp-1252169;SiO2
mp-1252259;SiO2
mp-1252352;SiO2
mp-1252392;SiO2
mp-12524;Al2W
mp-1252503;SiO2
mp-1252571;SiO2
mp-1252573;SiO2
mp-1252620;SiO2
mp-1252696;SiO2
mp-1252719;SiO2
mp-1252745;SiO2
mp-1252751;SiO2
mp-1252757;SiO2
mp-1252832;DyAl3
mp-1252902;SiO2
mp-1252906;SiO2
mp-1252928;SiO2
mp-1252962;SiO2
mp-1252998;TiAl3
mp-1253018;Er3AlC
mp-1253086;SiO2
mp-1253103;Nd2AlNi2
mp-1253190;SiO2
mp-1253253;SiO2
mp-1253282;Sc2AlC
mp-1253308;SiO2
mp-1253371;SiO2
mp-1253380;DyAl3
mp-1253426;SiO2
mp-1253429;SiO2
mp-1253523;ErSiRu
mp-1253597;SiO2
mp-1253598;Al3Ru2
mp-1253626;SiO2
mp-1253676;SiO2
mp-1253701;SiO2
mp-1253702;SiO2
mp-1253709;SiO2
mp-1253757;SiO2
mp-1253783;SiO2
mp-1253858;SiO2
mp-1253884;SiO2
mp-1253890;SiO2
mp-1253926;SiO2
mp-1253928;SiO2
mp-1253944;Ce2Si3Rh
mp-1253977;SiO2
mp-1254035;MnAlFe2
mp-1254082;SiO2
mp-1254162;SiO2
mp-1254211;SiO2
mp-1254248;SiO2
mp-1254264;SiO2
mp-1254406;SiO2
mp-1254679;SiO2
mp-1254738;SiO2
mp-1254778;NdAlNi
mp-1254815;SiO2
mp-1254853;SiO2
mp-1254879;SiO2
mp-12549;BaAl9Ni2
mp-1255012;TiAl3
mp-1255022;SiO2
mp-1255117;SiO2
mp-1255183;YbAl3
mp-1255185;SiO2
mp-1255226;SiO2
mp-1255301;SiO2
mp-1255324;SiO2
mp-1255349;Al3Ru2
mp-1255553;SiO2
mp-1255555;SiO2
mp-1255558;SiO2
mp-1255633;SiO2
mp-1255664;Al2W
mp-1255665;SiO2
mp-1255683;ZrAl5Ni2
mp-1255718;SiO2
mp-1255829;SiO2
mp-1255845;SiO2
mp-1255879;SiO2
mp-1255903;SiO2
mp-1255921;TbMnSi
mp-1255985;NdAlNi
mp-1256010;TbMnSi
mp-1256055;SiO2
mp-1256120;SiO2
mp-1256345;K2NaAlAs2
mp-1256372;SiO2
mp-1256381;LiAl
mp-1256437;TiAl3
mp-1256499;SiO2
mp-1256531;SiO2
mp-1256551;SiO2
mp-1256554;SiO2
mp-1256571;SiO2
mp-1256614;SiO2
mp-1256634;SiO2
mp-1256783;SiO2
mp-1256804;SiO2
mp-1256901;SiO2
mp-1256986;SiO2
mp-1257117;SiO2
mp-1257168;SiO2
mp-1257219;SiO2
mp-1257220;SiO2
mp-1257223;SiO2
mp-1257258;SiO2
mp-1257315;Sc2AlC
mp-1257336;LiAl
mp-1257350;SiO2
mp-1257375;SiO2
mp-1257414;SiO2
mp-1257567;SiO2
mp-1257574;Yb(MnSi)2
mp-1257811;SiO2
mp-1257845;SiO2
mp-1257869;SiO2
mp-1257906;SiO2
mp-1257925;SiO2
mp-1257948;SiO2
mp-1258108;NpSi2
mp-1258159;LiAl
mp-1258160;ZrCuSi
mp-1258189;SiO2
mp-1258196;SiO2
mp-1258247;SiO2
mp-1258282;DyAl3
mp-1258399;SiO2
mp-1258408;Al3Ru2
mp-1258423;Yb(MnSi)2
mp-1258426;LiAl
mp-1258483;SiO2
mp-1258485;Yb(MnSi)2
mp-1258588;SiO2
mp-1258627;Pr3AlC
mp-1258658;SiO2
mp-1258719;SiO2
mp-1258750;YbAl3
mp-1258754;SiO2
mp-1258769;SiO2
mp-1258792;SiO2
mp-1258814;SiO2
mp-1258820;SiO2
mp-1258899;SiO2
mp-1258971;BaAlGe
mp-1259;YbAl3
mp-1259034;SiO2
mp-1259075;SiO2
mp-1259078;BaAlGe
mp-1259129;SiO2
mp-1259208;LiAl
mp-1259246;SiO2
mp-1259288;SiO2
mp-1259341;TiAl3
mp-1259423;SiO2
mp-1259425;SiO2
mp-1259457;SiO2
mp-1259492;Al3Ru2
mp-1259516;SiO2
mp-1259533;SiO2
mp-1259547;SiO2
mp-1259581;SiO2
mp-1259663;Er3AlC
mp-1259668;SiO2
mp-1259725;SiO2
mp-1259767;Er3AlC
mp-1259809;SiO2
mp-1259865;SiO2
mp-1259882;Al2W
mp-1259890;SiO2
mp-1259922;SiO2
mp-1260023;SiO2
mp-1260058;SiO2
mp-1260135;SiO2
mp-1260162;SiO2
mp-1260199;SiO2
mp-1260319;SiO2
mp-1260339;TbMnSi
mp-1260351;ZrAl5Ni2
mp-1260400;ErSiRu
mp-1260429;SiO2
mp-1260437;SiO2
mp-1260453;DyAl3
mp-1260568;ZrCuSi
mp-1260592;NpSi2
mp-1260671;SiO2
mp-1260697;SiO2
mp-1260787;SiO2
mp-1260866;SiO2
mp-1260898;DyAl3
mp-1260899;SiO2
mp-1260903;SiO2
mp-1260934;TiSi2
mp-1260961;SiO2
mp-1260977;SiO2
mp-1260979;SiO2
mp-1261003;SiO2
mp-1261029;SiO2
mp-1261033;SiO2
mp-1261124;SiO2
mp-1261176;SiO2
mp-1261195;TiAl3
mp-1261226;SiO2
mp-1261250;SiO2
mp-1261268;Al3Ru2
mp-1261275;SiO2
mp-1261297;SiO2
mp-1261317;SiO2
mp-1261332;SiO2
mp-1261368;SiO2
mp-1261378;DyAl3
mp-1261396;SiO2
mp-1261432;SiO2
mp-1261448;SiO2
mp-1261453;SiO2
mp-1261467;SiO2
mp-1261470;SiO2
mp-1261472;SiO2
mp-1261507;SiO2
mp-1261529;SiO2
mp-1261535;SiO2
mp-1261571;SiO2
mp-1261647;SiO2
mp-1261668;SiO2
mp-1261783;SiO2
mp-1261859;SiO2
mp-1261868;SiO2
mp-1261918;SiO2
mp-1261939;Si2Os3C12(ClO2)6
mp-1261989;SiO2
mp-1262027;SiO2
mp-1262099;SiO2
mp-1262105;Sc2AlC
mp-1262126;SiO2
mp-1262134;DyAl3
mp-1262168;SiO2
mp-1262175;SiO2
mp-1262215;SiO2
mp-1262216;SiO2
mp-1262230;SiO2
mp-1262260;BaAl9Ni2
mp-1262267;SiO2
mp-1262318;SiO2
mp-1262334;SiO2
mp-1262387;SiO2
mp-1262438;SiO2
mp-1262621;SiO2
mp-1262687;SiO2
mp-1262734;SiO2
mp-1262815;SiO2
mp-1262833;Pr3AlC
mp-1262859;SiO2
mp-1262910;ZrAl5Ni2
mp-1262999;SiO2
mp-1263004;SiO2
mp-1263028;TiSi2
mp-1263034;TiSi2
mp-1263063;DyAl3
mp-1263090;BaAlGe
mp-1263093;SiO2
mp-1263178;SiO2
mp-1263208;CeAlCu
mp-1263231;SiO2
mp-1263233;DyAl3
mp-1263307;SiO2
mp-1263331;SiO2
mp-1263347;Ce2Si3Rh
mp-1263481;SiO2
mp-1263534;SiO2
mp-1263578;SiO2
mp-1263589;SiO2
mp-1263654;SiO2
mp-1263664;SiO2
mp-1263821;Pr3AlC
mp-1263831;SiO2
mp-1263856;SiO2
mp-1263920;SiO2
mp-1263962;SiO2
mp-1264068;SiO2
mp-1264150;SiO2
mp-1264161;Ce2Si3Rh
mp-1264162;SiO2
mp-1264181;SiO2
mp-1264333;SiO2
mp-1264387;SiO2
mp-1264394;SiO2
mp-1264464;SiO2
mp-1264537;SiO2
mp-1264539;TiAl3
mp-1264613;SiO2
mp-1264672;SiO2
mp-1264673;Ce2Si3Rh
mp-1264674;SiO2
mp-1264818;SiO2
mp-1264832;CeAlCu
mp-1264947;SiO2
mp-1264964;SiO2
mp-1265000;SiO2
mp-1265015;SiO2
mp-1265052;SiO2
mp-1265115;SiO2
mp-1265128;SiO2
mp-1265164;SiO2
mp-1265176;SiO2
mp-1265180;SiO2
mp-1265199;SiO2
mp-1265241;SiO2
mp-1265283;SiO2
mp-1265289;SiO2
mp-1265377;AlCr2C
mp-1265510;Nd2AlNi2
mp-1265534;SiO2
mp-1265639;SiO2
mp-1265696;SiO2
mp-1265720;SiO2
mp-1265897;SiO2
mp-1265928;SiO2
mp-1265936;SiO2
mp-1265956;SiO2
mp-1266084;SiO2
mp-1266111;Al2W
mp-1266131;SiO2
mp-1266145;SiO2
mp-1266170;SiO2
mp-1266257;SiO2
mp-1266303;SiO2
mp-1266377;SiO2
mp-1266395;SiO2
mp-1266404;SiO2
mp-1266458;SiO2
mp-1266471;SiO2
mp-1266481;SiO2
mp-1266571;AlCr2C
mp-1266587;SiO2
mp-1266659;SiO2
mp-1266667;NpSi2
mp-1266697;SiO2
mp-1266702;DyAl3
mp-1266703;SiO2
mp-1266707;SiO2
mp-1266771;SiO2
mp-1266794;SiO2
mp-1266799;Si2Os3C12(ClO2)6
mp-1266837;SiO2
mp-1266857;SiO2
mp-1266863;SiO2
mp-1266920;SiO2
mp-1266980;SiO2
mp-1266993;SiO2
mp-1267027;SiO2
mp-1267068;SiO2
mp-1267113;SiO2
mp-1267114;ZrCuSi
mp-1267146;DyAl3
mp-1267174;SiO2
mp-1267197;SiO2
mp-1267247;Er3AlC
mp-1267260;SiO2
mp-1267287;SiO2
mp-1267306;NpSi2
mp-1267334;SiO2
mp-1267354;SiO2
mp-1267364;SiO2
mp-1267482;SiO2
mp-1267503;SiO2
mp-1267518;SiO2
mp-1267545;SiO2
mp-1267575;SiO2
mp-1267580;SiO2
mp-1267636;SiO2
mp-1267652;SiO2
mp-1267726;SiO2
mp-12678;TaMn2
mp-1267803;SiO2
mp-1267823;SiO2
mp-1267849;DyAl3
mp-1267852;SiO2
mp-1267854;SiO2
mp-1267870;SiO2
mp-1267892;SiO2
mp-1267912;SiO2
mp-1267938;SiO2
mp-1268012;SiO2
mp-1268018;ErSiRu
mp-1268019;SiO2
mp-1268036;MnAlFe2
mp-1268063;SiO2
mp-1268066;SiO2
mp-1268079;SiO2
mp-1268090;SiO2
mp-1268105;SiO2
mp-1268163;SiO2
mp-1268188;SiO2
mp-127;Na
mp-1272139;SnBr2
mp-12780;Sr(GaAu)2
mp-12787;SiO2
mp-1291;ErIn3
mp-12919;LaPIr
mp-1299942;UPt3
mp-1299951;Ca2InN
mp-1300002;LaGaO3
mp-1300018;LaGa3Pd2
mp-1300101;Ba2LaTaO6
mp-1300125;Mn(GaS2)2
mp-1300137;CeAlCu
mp-1300244;LaGaO3
mp-1300278;Pr3AlC
mp-1300297;LaMnGe
mp-1300305;LiBiF6
mp-1300309;TbSn2
mp-1300341;TiSi2
mp-1300365;Cu8O
mp-13004;SiO2
mp-1300409;EuClF
mp-1300420;AlCr2C
mp-1300491;GdScGe
mp-1300528;CeCrS2O
mp-1300629;CeCuGe2
mp-1300645;Ce(GeAu)2
mp-1300666;CaF2
mp-1300800;Er3(CuSn)4
mp-1300906;NpSi2
mp-1300992;KAuSe
mp-13055;Ba2LaTaO6
mp-13056;Ba2LaTaO6
mp-13070;Sc2AlC
mp-13132;LaN
mp-13163;TbZnSn
mp-1324129;Nb2O5
mp-1324146;SiO2
mp-1324197;SiO2
mp-1324243;SiO2
mp-1324370;SiO2
mp-1324732;SiO2
mp-1325175;SiO2
mp-1325182;SiO2
mp-1325397;Sr2VO4
mp-1325399;SiO2
mp-1325447;SiO2
mp-1325894;SiO2
mp-1325953;SiO2
mp-1326047;Sr2VO4
mp-1326599;Ni2H
mp-1326726;Sb2(SO4)3
mp-13272;BaAlGe
mp-1327209;SiO2
mp-1327236;SiO2
mp-1327240;PNF2
mp-1327646;SiO2
mp-1327891;Li15H9N8
mp-1328047;SiO2
mp-1328204;SiO2
mp-1328375;SiO2
mp-1328604;SiO2
mp-1328679;SiO2
mp-1328727;SiO2
mp-1328765;SiO2
mp-1329469;SiO2
mp-1329537;SiO2
mp-1329705;Nb2O5
mp-1329767;SiO2
mp-13303;ErSnAu
mp-1332769;SiO2
mp-1332802;SiO2
mp-1333026;SiO2
mp-1333060;SiO2
mp-1333404;SiO2
mp-1333441;SiO2
mp-1333493;SiO2
mp-1333905;SiO2
mp-1334065;B5H9N
mp-1334091;SiO2
mp-1334112;SiO2
mp-1334167;SiO2
mp-1334262;SiO2
mp-1334404;SiO2
mp-1334420;SiO2
mp-1334434;SiO2
mp-1334449;SiO2
mp-1334471;SiO2
mp-1334526;SiO2
mp-1334597;SiO2
mp-1334716;SiO2
mp-1334765;SiO2
mp-1334779;SiO2
mp-1334915;SiO2
mp-13350;RbUAgS3
mp-1335006;SiO2
mp-1335160;SiO2
mp-1335183;SiO2
mp-1335209;SiO2
mp-1335281;SiO2
mp-1335313;SiO2
mp-1335338;SiO2
mp-1335343;SiO2
mp-1335395;SiO2
mp-1335538;SiO2
mp-1335903;SiO2
mp-1336105;SiO2
mp-1336264;SiO2
mp-1336271;SiO2
mp-1336342;SiO2
mp-1336398;SiO2
mp-1336497;SiO2
mp-1336661;SiO2
mp-1336733;B7H10
mp-1336758;Li22Pb5
mp-1336823;SiO2
mp-1337115;SiO2
mp-1337168;PNF2
mp-1337338;SiO2
mp-1337389;SiO2
mp-1337419;SiO2
mp-1337421;SiO2
mp-1337426;SiO2
mp-1337534;SiO2
mp-1337698;SiO2
mp-1337737;Sb2(SO4)3
mp-13379;DyZnRh
mp-1337926;SiO2
mp-1337992;SiO2
mp-1338018;SiO2
mp-1338138;SiO2
mp-1338165;SiO2
mp-1338415;SiO2
mp-1338536;SiO2
mp-1338564;SiO2
mp-1339781;SiO2
mp-13398;Yb(MnSi)2
mp-1339827;SiO2
mp-1340604;SiO2
mp-1340877;SiO2
mp-1340982;Li7P3S11
mp-1340992;SiO2
mp-1342241;SiO2
mp-1342577;SiO2
mp-1342615;SiO2
mp-1342750;KVH4O7
mp-1342772;SiO2
mp-1342818;Na
mp-1343039;SiO2
mp-1343103;SiO2
mp-1343162;PdCl2
mp-1343437;SiO2
mp-13435;CeMgNi4
mp-1343558;LiCeSi2
mp-1343643;SiO2
mp-1343728;SiO2
mp-1343815;SiO2
mp-1344172;SiO2
mp-1344285;Li2WO4
mp-1344457;SiO2
mp-1344923;SiO2
mp-1345200;SiO2
mp-1345310;SiO2
mp-1345867;SiO2
mp-1346183;SiO2
mp-1346666;H4C(N2O)2
mp-1346802;SiO2
mp-1347066;SiO2
mp-1347425;Li2WO4
mp-1347781;SiO2
mp-1347892;Si2Os3C12(ClO2)6
mp-1348868;SiO2
mp-1349296;SiO2
mp-1349404;LuMn5
mp-1349657;SiO2
mp-1349858;SiO2
mp-1350204;SiO2
mp-1350266;SiO2
mp-1350424;Sr2LiSc(B2O5)2
mp-1350913;SiO2
mp-1350925;SiO2
mp-1351082;Sb2(SO4)3
mp-1351181;SiO2
mp-1351396;Na
mp-1351756;SiO2
mp-1351928;SiO2
mp-1352091;SiO2
mp-1352390;SiO2
mp-1352407;SiO2
mp-1352687;SiO2
mp-1353044;SiO2
mp-1353259;SiO2
mp-1353505;SiO2
mp-1353639;Mn(GaS2)2
mp-1353942;SiO2
mp-1354069;Sr2VO4
mp-1354085;SiO2
mp-1354196;SiO2
mp-1354306;SiO2
mp-1354476;SiO2
mp-1354565;SiO2
mp-1354599;SiO2
mp-1354679;TlP(HO2)2
mp-1354769;SiO2
mp-1354802;SiO2
mp-1354952;Nb2O5
mp-1355446;SiO2
mp-1355968;Sb2(SO4)3
mp-1356117;SiO2
mp-1356965;SiO2
mp-1357055;SiO2
mp-1357184;SiO2
mp-1357271;Nb2O5
mp-1357548;SiO2
mp-1357970;SiO2
mp-1358032;Bi2Se3
mp-1358106;Sb2(SO4)3
mp-1358174;SiO2
mp-1358208;SiO2
mp-1358262;SiO2
mp-1358504;SiO2
mp-1358739;TlP(HO2)2
mp-13590;LiB(CN)4
mp-1359029;TlP(HO2)2
mp-1359764;SiO2
mp-1359788;SiO2
mp-1359907;SiO2
mp-1359931;Sb2(SO4)3
mp-1360247;SiO2
mp-1360255;RbHSO4
mp-1360293;SiO2
mp-1361527;SiO2
mp-1361829;SiO2
mp-1362111;CaH2(CO2)2
mp-1362188;SiO2
mp-1363139;SiO2
mp-1363491;SiO2
mp-1363583;SiO2
mp-1363587;TcB
mp-1363660;SiO2
mp-1363687;SiO2
mp-1364247;Nb2O5
mp-1364516;PNF2
mp-1364669;SiO2
mp-1364733;SiO2
mp-1364979;SiO2
mp-1365177;SiO2
mp-1365799;SiO2
mp-1365856;SiO2
mp-1365921;SiO2
mp-1365945;SiO2
mp-1366114;SiO2
mp-1366172;SiO2
mp-1366181;SiO2
mp-1366330;SiO2
mp-1367091;Pu2O3
mp-1367497;Mn3Bi
mp-1368078;KVH4O7
mp-1369030;H4C(N2O)2
mp-1369079;TlInS2
mp-1369150;Mn(GaS2)2
mp-1369404;SiO2
mp-1369452;SiO2
mp-1369532;SiO2
mp-1370416;Tc3Se4I
mp-1370484;SiO2
mp-1370819;SiO2
mp-1370896;SiO2
mp-1371300;K2O
mp-1371561;PNF2
mp-1371741;U6Fe16Si7
mp-1372432;SiO2
mp-1373146;SiO2
mp-1373274;SiO2
mp-1373857;SiO2
mp-1374929;SiO2
mp-1375264;Nb2O5
mp-1375606;K3Bi
mp-1376043;SiO2
mp-1376386;SiO2
mp-1376420;SiO2
mp-1376440;SiO2
mp-1376527;SiO2
mp-1376657;SiO2
mp-1376902;Ta4Te9I4O
mp-1377065;SiO2
mp-1377164;K2O
mp-1378307;SiO2
mp-1379056;RbHSO4
mp-1379204;SiO2
mp-1379679;SiO2
mp-1379888;SiO2
mp-1380220;SiO2
mp-1380228;SiO2
mp-1380263;RbHSO4
mp-1380742;SiO2
mp-1380882;PtS
mp-1380926;Ba2S3
mp-1380971;KCu3Te2
mp-1381268;Na2US3
mp-1381430;K3Ni2F7
mp-1381575;NaGdCl4
mp-1381732;LuNiSn4
mp-1382008;TcB
mp-1382054;TiPd2
mp-1382615;ZrCuSi
mp-1382752;Li3SbO4
mp-1382997;BaTaS3
mp-1383045;CaF2
mp-1383048;Nd2CuO4
mp-1383372;KBCF6
mp-1383569;SiO2
mp-1384329;MgGa
mp-1384590;Ca3Ga3Ir2
mp-1384712;SiO2
mp-1385379;TlP(HO2)2
mp-1385514;Bi12PtCl12
mp-1385529;SiO2
mp-1385656;SiO2
mp-1385886;Pu2O3
mp-1385905;SiO2
mp-1386279;SiO2
mp-1386393;Pu2O3
mp-1386568;MgGa
mp-1386888;MgGa
mp-1387417;PNF2
mp-1387434;MgGa
mp-1387857;MgGa
mp-1388357;SiO2
mp-1388362;H4C(N2O)2
mp-1388438;Bi2Te2S
mp-1388626;K2O
mp-1389473;SrYb3
mp-1390078;K3Hg
mp-1390129;Ce3Sn
mp-1390850;K2O
mp-1391187;K2O
mp-1392416;CaFeF5
mp-1393028;CaH2(CO2)2
mp-1393189;SiO2
mp-1393343;PNF2
mp-1393412;Pr3Sc
mp-1393870;Nd2CuO4
mp-1393886;K2O
mp-1394011;Na
mp-1394352;DyAl3
mp-1394430;SiO2
mp-1394548;LaGaO3
mp-1394765;TlP(HO2)2
mp-1394883;SiO2
mp-1395203;SnBr2
mp-1395578;SiO2
mp-1396167;SiO2
mp-1397445;K2O
mp-1397764;SiO2
mp-1397961;SiO2
mp-1398155;SiO2
mp-1398178;CaCu(GeO3)2
mp-1398433;SiO2
mp-1398669;MgGa
mp-1399062;K2O
mp-1399268;TlInS2
mp-1399352;SiO2
mp-1400246;SiO2
mp-1400310;ErSnAu
mp-1401804;MgGa
mp-1401902;SiO2
mp-1401963;YClO
mp-1402299;MgGa
mp-1402335;Bi2Te2S
mp-1402337;EuAg
mp-1402579;SiO2
mp-1402673;CaH2(CO2)2
mp-1403310;MgGa
mp-1403313;Ho2(GePt3)3
mp-1403751;ErCu(WO4)2
mp-1403861;SiO2
mp-1403972;Sc2AlC
mp-1404361;SiO2
mp-1404408;SiO2
mp-1404465;SiO2
mp-1404866;TiAl3
mp-1405083;MgGa
mp-1405649;MgGa
mp-1406117;TlInS2
mp-1406240;Na
mp-1406552;SiO2
mp-1406586;MgPb
mp-1406726;SrYb3
mp-1407126;SiO2
mp-1407810;SiO2
mp-1407982;SiO2
mp-1408752;Cu8O
mp-1408910;Pr3Sc
mp-1409391;SrYb3
mp-1409887;MgPb
mp-1410108;SiO2
mp-1410186;SiO2
mp-1410335;Sm3Mg
mp-1410344;Na
mp-1410816;SiO2
mp-1411251;K3Hg
mp-1411293;MgGa
mp-14113;CaSnO3
mp-1411485;MgGa
mp-1412420;Tm(CuS)2
mp-1412438;SiO2
mp-1412877;Ni3(SnS)2
mp-1412899;PaRh3
mp-1412944;GdTl3
mp-1412959;TlInS2
mp-1413027;Na
mp-1413202;YbGa2Pd
mp-1413250;K2O
mp-1413443;MgIn
mp-1413450;SrN
mp-1413758;NpAs2
mp-1413775;LuTiGe
mp-1413984;BaHgO2
mp-1414038;Li2Si2O5
mp-1414139;LiBeSb
mp-1414443;Eu2MgH6
mp-1414460;SnBr2
mp-1414503;GaAu
mp-1414588;BaPdS2
mp-1414595;BaAgTeF
mp-1414645;HfOs2
mp-1414658;Tb3InN
mp-1414855;CSO
mp-1415049;PdCl2
mp-1415126;YbSnRh
mp-1415188;SrCuF4
mp-1415216;EuHgPb
mp-1415337;BaPdS2
mp-1415357;MgGa
mp-1415482;Rb2As3
mp-1415528;DyAl3
mp-1415629;CaAsAu
mp-1415662;Na
mp-1415672;LaGaO3
mp-1415922;NaHCO3
mp-1415968;CsSb(PO4)2
mp-1416025;PrB2Ir3
mp-1416057;TiAl3
mp-1416066;SiO2
mp-1416203;Na
mp-1416220;Li3UO4
mp-1416247;Ca2PbAu2
mp-1416501;Nb2O5
mp-1416532;ZrGaPt
mp-1416550;TbZnSn
mp-1416568;SiO2
mp-1416905;TbCu5
mp-1416966;Sc3In
mp-1416972;Be2Fe
mp-1417031;Na
mp-1417290;LiRe3
mp-1417322;SrMgSn
mp-1417347;Ce2Si3Rh
mp-1417382;BaSiPt
mp-1417397;Mn(GaS2)2
mp-1417399;Ba2LaTaO6
mp-1417624;SiO2
mp-1417981;K2SnCl6
mp-1418009;TcB
mp-1418015;Ga2PdI8
mp-1418019;Sr2Sn
mp-1418177;LaZnSbO
mp-1418275;CaF2
mp-1418345;Ba3In2O6
mp-1418663;ScMn2
mp-1418693;GeBi4Te7
mp-1418797;Tb2Ge2Ru
mp-1418855;TbMnSi
mp-1419012;TlInS2
mp-1419032;ThB2Ir3
mp-1419172;K2SnCl6
mp-1419355;Yb3SnC
mp-1419423;PNF2
mp-1419887;K3AuO
mp-1419904;NdNiSn
mp-1420131;K2NaAlAs2
mp-1420334;Li2WO4
mp-1420462;K5CuSb2
mp-1420488;Pr2Bi
mp-1420609;Na4IrO4
mp-1420624;DyAl3
mp-1420984;Yb(MnAs)2
mp-1421122;Li2CuAs
mp-1421144;Sr2Cu(IO)2
mp-1421205;RbUAgS3
mp-1421259;SrMgSn
mp-1421301;LiDySn2
mp-1421633;SiO2
mp-1421858;Er3AlC
mp-1421875;Ba2LaTaO6
mp-1421912;MgGa
mp-1422064;Ga2FeSe4
mp-1422092;ErCu(WO4)2
mp-1422127;CuSe3Br
mp-1422184;YClO
mp-1422199;NdAlNi
mp-1422484;MnAlFe2
mp-1422530;CsIO3
mp-1422555;SiO2
mp-1422758;Al2W
mp-1423010;SmInRh
mp-1423115;YbAgS2
mp-1423194;K4CdAs2
mp-1423196;K3Bi
mp-1423214;Re3B
mp-1423276;HgRhF6
mp-1423369;SiO2
