material_id;formula_pretty
mp-1674159;DyAl3
mp-16742;BaAgTeF
mp-1674203;GdBi
mp-1674211;Ce3Sn
mp-1674216;TiBe2
mp-1674252;ScAu2
mp-1674280;Tm(CuGe)2
mp-1674388;LaGaO3
mp-1674528;SeO2
mp-1674560;MgIn
mp-1674577;MgGa
mp-1674634;MgGa
mp-1674707;CuSe3Br
mp-1675021;SiO2
mp-1675118;Bi2Se3
mp-1675279;TiPd2
mp-1675486;Na
mp-1675539;MgGa
mp-1675661;CaF2
mp-1675698;TcB
mp-1675722;MgGa
mp-1675941;SiO2
mp-1676059;CsK(ClO4)2
mp-1676084;ZrCuSi
mp-1676597;K3Ni2F7
mp-1676817;Na2US3
mp-1676820;Ba2S3
mp-1676854;LuNiSn4
mp-1677079;PtS
mp-1677164;KCu3Te2
mp-1677234;NaGdCl4
mp-1677336;CSO
mp-1677343;YbNiC2
mp-1677389;Sm(CuSi)2
mp-1677429;LaN
mp-1677440;DyIr3
mp-1677490;MnAlFe2
mp-1677492;Ni4Mo
mp-1677535;MnNi3
mp-1677614;TbPbAu
mp-1677668;CaF2
mp-1677669;U2SeN2
mp-1677678;Er(NiP)2
mp-1677684;BaTaS3
mp-1677740;TmCd2
mp-1678143;GdNiBi
mp-1678187;Er3(CuSn)4
mp-1678249;Nd2CuO4
mp-1678400;LuMn5
mp-1678519;CeCrS2O
mp-1678574;Li2SbAu
mp-1678662;SiO2
mp-1679257;KVH4O7
mp-1679423;SiO2
mp-1680036;SiO2
mp-1680054;Sb2(SO4)3
mp-1680082;U6Fe16Si7
mp-1680216;Na
mp-1680431;SiO2
mp-1680480;SiO2
mp-1680542;SiO2
mp-1680689;SiO2
mp-1680977;SiO2
mp-1681327;SiO2
mp-1681438;SiO2
mp-1681629;SiO2
mp-1682272;SiO2
mp-1682421;SiO2
mp-1682773;TlInS2
mp-1683083;SiO2
mp-1683392;RbHSO4
mp-1683513;SiO2
mp-1683514;Pu2O3
mp-1683744;Sb2(SO4)3
mp-1683913;SiO2
mp-1684039;SiO2
mp-1684117;SiO2
mp-1684390;SiO2
mp-1684481;SiO2
mp-1684640;SiO2
mp-1684908;TlP(HO2)2
mp-1685377;SiO2
mp-1685416;RbHSO4
mp-1685527;SiO2
mp-1685937;SiO2
mp-1685980;SiO2
mp-1686042;SiO2
mp-1686422;SnSe2
mp-1686556;LiPb
mp-1686586;HoMn2
mp-1686591;SiO2
mp-1686744;SiO2
mp-1686764;ThO2
mp-1686826;SiO2
mp-1686884;CeC2
mp-1686918;SiO2
mp-1686932;SiO2
mp-1687400;TmIr
mp-1687415;Tb2C
mp-1687424;LaGaO3
mp-1687436;LaN
mp-1687544;HoCd
mp-1687635;Pu2O3
mp-1687640;TbSn2
mp-1687680;CaF2
mp-1687777;UPt3
mp-1687918;YbAl3
mp-1687927;SeO2
mp-1687940;Ni2H
mp-1687949;MgIn
mp-1687996;Pr3AlC
mp-1688026;TcB
mp-1688035;TiSi2
mp-1688177;CeAlCu
mp-1688396;Mn(GaS2)2
mp-1688461;Na
mp-1688490;ErSnAu
mp-1688512;TiSi2
mp-1688523;HgPt
mp-1688571;LiBiF6
mp-1688593;GdScGe
mp-1688613;Li2O
mp-1688642;TiPd2
mp-1688658;TiRu
mp-1690511;Sc2C
mp-1690517;SrN
mp-1690576;Li3SbO4
mp-1694953;NaAg3O2
mp-1695213;YbAgS2
mp-1695288;Al3Ru2
mp-1695338;USbSe
mp-1695357;HfOs2
mp-1695428;BaHgO2
mp-1695483;EuZn5
mp-1695562;SmInRh
mp-1695602;TlInS2
mp-1695613;Tb2Ge2Ru
mp-1695618;InCu2
mp-1695739;YbGa2Pd
mp-1695812;Tm(CuGe)2
mp-1695837;ScCl
mp-1695937;CaSnO3
mp-1696001;TbMnSi
mp-1696036;MnGaPt
mp-1696052;LiYGa4
mp-1696196;Cr3PC
mp-1696239;K4CdAs2
mp-1696299;RhF3
mp-1696379;CrHgF6
mp-16964;SiO2
mp-1696411;Nb2O5
mp-1696417;DyZnRh
mp-1696440;SmBrO
mp-1696470;Na
mp-1696473;SiO2
mp-1696565;Ce2Si3Rh
mp-1696611;TbAgTe2
mp-1696619;DyAl3
mp-1696622;YbSnPd
mp-1696625;ThB2Ir3
mp-1696629;ErZnGa
mp-1696652;SrCuF4
mp-1696662;K5CuSb2
mp-1696811;Li8IrO6
mp-1696926;Sc3In
mp-1696995;RhF3
mp-1697047;ErZnGa
mp-1697100;Li2WO4
mp-1697149;LiAl
mp-1697169;Rb3NbO8
mp-1697200;NiI2
mp-1697368;LaZnSbO
mp-1697485;CaAsAu
mp-1697538;YbSnRh
mp-1697602;Li2CeSb2
mp-1697636;TbCu5
mp-1697689;CaSnO3
mp-1697860;Sr(GaAu)2
mp-1697863;SiO2
mp-1697870;Pr2Bi
mp-1697918;CsSb(PO4)2
mp-1697969;BaPdS2
mp-1698060;CeMgNi4
mp-1698157;TlInS2
mp-1698175;PdCl2
mp-1698270;Sm3GaC
mp-1698319;ThBiTe
mp-1698329;BaNdMn2O5
mp-1698338;GdInIr
mp-1698378;SiO2
mp-1698439;K2MgH4
mp-1698441;K3Bi
mp-1698526;KCuO2
mp-1698582;Er3AlC
mp-1698594;Nb3Ir
mp-1698627;LiB(CN)4
mp-1698646;SiO2
mp-1698685;Li2CuAs
mp-1698686;Al2W
mp-1698689;Bi2Te2S
mp-1698690;Sc3In
mp-1698813;YbSnPd
mp-1698820;TmInCu2
mp-1698909;Yb(MnAs)2
mp-1698994;TlInS2
mp-1699041;TbH2ClO2
mp-1699068;TbAu
mp-1699098;TaMn2
mp-1699140;IBr
mp-1699218;LiDySn2
mp-1699583;CeInNi
mp-1699586;NaH2Pd3
mp-1699597;Yb3(CuGe)4
mp-1699625;NpAs2
mp-1699627;Rb2PtF6
mp-1699649;ZrAl5Ni2
mp-1699767;Na
mp-1699830;Nb2O5
mp-1699857;SiO2
mp-1699859;NdAlNi
mp-1699889;TbCl
mp-1699934;Li3UO4
mp-170;HoCd
mp-1700048;PdCl2
mp-1700102;Na4IrO4
mp-1700127;UGa5Os
mp-1700133;Cs2KRhF6
mp-1700153;Yb(BC)2
mp-1700210;SrN
mp-1700283;Pr2SeO2
mp-1700298;UReB3
mp-1700404;LiBeSb
mp-1700478;PrClO
mp-1700485;ErAu4
mp-1700490;LiYbPb
mp-1700609;Sr2Cu(IO)2
mp-1700636;Er(GeRu)2
mp-1700652;Yb3SnC
mp-1700665;Al3Ru2
mp-1700673;P2Pt
mp-1700707;KPS3
mp-1700771;GaAu
mp-1700776;ErSCl
mp-1700807;ScMn2
mp-1700834;BaHf(PO4)2
mp-1700842;K2SnCl6
mp-1700851;Eu(BiPd)2
mp-1700864;SrClF
mp-1700880;CsIO3
mp-1700907;YbCuPb
mp-1700908;HgRhF6
mp-1700957;LaPIr
mp-1700968;TbCl
mp-1701023;Ca3(GaNi)4
mp-1701041;SiO2
mp-1701087;DyAl3
mp-1701195;SmPRu2C
mp-1701205;Mn(GaS2)2
mp-1701254;LuTiGe
mp-1701277;LaGaO3
mp-1701303;Ca2PbAu2
mp-1701335;PaRh3
mp-1701339;SmCrO3
mp-1701375;K3Bi
mp-1701469;SrN
mp-1701502;SiO2
mp-1701516;Tb3InN
mp-1701564;Mg2FeH6
mp-1701588;Lu2Pd2Pb
mp-1701657;Te2Rh
mp-1701665;Mn3Bi
mp-1701673;K3AuO
mp-1701769;CaHgPb
mp-1701804;LaGaO3
mp-1702013;Ce2TeO2
mp-1702018;NbRu3C
mp-1702109;EuHgPb
mp-1702124;UInNi4
mp-1702229;PdCl2
mp-1702415;YbCuAs2
mp-1702445;ErSiRu
mp-1702478;YClO
mp-1702633;CaSnO3
mp-1702657;PrB2Ir3
mp-1702692;Na
mp-1702695;Ga5Ni
mp-1702786;NdOs2
mp-1702835;Re3B
mp-1702852;Nb2O5
mp-1702894;Nd(SiAu)2
mp-1703025;Ce2InPd2
mp-1703173;TbCu5
mp-1703303;DyAl3
mp-1703329;Rh(OF3)2
mp-1703370;SiO2
mp-1703535;GdTl3
mp-1703559;Ga2FeSe4
mp-1703572;Zr2SnC
mp-1703574;Er3AlC
mp-1703590;BaAgTeF
mp-1703695;TmCd2
mp-1703740;NdCl3
mp-1703768;Be2Fe
mp-1703818;Rb2RhF6
mp-1703829;NdNiSn
mp-1703969;SiO2
mp-1703987;SiO2
mp-1703998;Cs2Pt3Se4
mp-1704129;DyPbAu
mp-1704150;Ba2LaTaO6
mp-1704156;ZrGaPt
mp-1704167;Eu2MgH6
mp-1704210;Eu(MnGe)2
mp-1704272;SiO2
mp-1704369;Nd2BiO2
mp-1704408;SiO2
mp-1704410;Ba3In2O6
mp-1704417;SeO2
mp-1704434;Ni3(SnS)2
mp-1704457;PNF2
mp-1704481;Er3(CuSn)4
mp-1704499;CaSnO3
mp-1704504;ScRh3C
mp-1704651;BW
mp-1704716;Nd2AlNi2
mp-1704789;Na
mp-1704790;CsIO3
mp-1704791;BaAl9Ni2
mp-1704800;Nd(NiP)2
mp-1704968;YClO
mp-1705073;LaGeAu
mp-1705140;TbMnSi
mp-1705260;DyAl3
mp-1705295;SiO2
mp-1705607;TbZnSn
mp-1705831;GeBi4Te7
mp-1707850;Ba2In
mp-1708022;KAg3Se2
mp-1708335;Rb2As3
mp-1708418;SiO2
mp-1708419;RbUAgS3
mp-1708554;BaSiPt
mp-1708724;SiO2
mp-1708787;SiO2
mp-1709113;K2NaAlAs2
mp-1709129;SeO2
mp-1709265;ZrGaPt
mp-1712385;LaN
mp-1715428;BaHgO2
mp-1716449;BaPdS2
mp-1718331;K3Hg
mp-17194;ErCu(WO4)2
mp-1719858;SiO2
mp-1720868;SiO2
mp-1721379;SiO2
mp-1721630;Na
mp-1722146;SiO2
mp-1722393;KBCF6
mp-1726783;CaFeF5
mp-1727476;H4C(N2O)2
mp-17279;SiO2
mp-1729669;SiO2
mp-1730339;TiAl3
mp-1731093;TcB
mp-1731099;MnAlFe2
mp-1731219;SiO2
mp-1732095;Ho2(GePt3)3
mp-1733077;TlInS2
mp-1733221;Cu8O
mp-1733238;SiO2
mp-1733316;SiO2
mp-1733455;SrYb3
mp-1733495;SiO2
mp-1733541;Bi2Te2S
mp-1733832;DyAl3
mp-1733988;CaH2(CO2)2
mp-1734098;TlP(HO2)2
mp-1734989;Ce2Si3Rh
mp-1735908;TlInS2
mp-1736556;SiO2
mp-1736897;SiO2
mp-1737966;Ca3Ga3Ir2
mp-1739178;SiO2
mp-1741152;SiO2
mp-1741322;SiO2
mp-1741419;Pr3Sc
mp-1741472;SiO2
mp-1741561;SiO2
mp-1741644;ErCu(WO4)2
mp-1741653;SiO2
mp-1741685;SiO2
mp-1741933;SiO2
mp-1742159;SiO2
mp-1742163;SiO2
mp-1742241;EuAg
mp-1742485;SiO2
mp-1742601;Bi12PtCl12
mp-1742624;PNF2
mp-1743057;SiO2
mp-1743115;SiO2
mp-1743538;SiO2
mp-1743613;SiO2
mp-1743672;CaH2(CO2)2
mp-1743756;SiO2
mp-1743848;LaGaO3
mp-1743920;SiO2
mp-1744096;SiO2
mp-1744384;SiO2
mp-1744503;SiO2
mp-1746458;SrYb3
mp-1751163;TlP(HO2)2
mp-1751540;K2O
mp-1752084;Mn(GaS2)2
mp-1752571;SiO2
mp-1752692;SiO2
mp-1752813;K3Hg
mp-1753460;K2O
mp-1753753;K2O
mp-1754451;Sc2AlC
mp-1754542;K2O
mp-1754558;SnBr2
mp-1754641;PNF2
mp-1755127;K2O
mp-1755433;Pu2O3
mp-1756888;SiO2
mp-1756970;Pu2O3
mp-1757535;Na
mp-1757541;Nd2CuO4
mp-1757691;SrYb3
mp-1757794;SiO2
mp-1757853;K2O
mp-1759144;ErSnAu
mp-1759161;TlInS2
mp-1760264;Ce3Sn
mp-1760376;Bi2Te2S
mp-1760944;YClO
mp-1760968;CaCu(GeO3)2
mp-1761107;Tm(CuS)2
mp-1761275;CaF2
mp-1761636;Pr3Sc
mp-1761754;Na
mp-1764013;K2O
mp-1764290;Rh3F
mp-1764540;BPt
mp-1764757;TcB
mp-1765090;Ni2H
mp-1765648;AuC
mp-1766311;U6Fe16Si7
mp-1766749;SnBr2
mp-1767249;YbAgS2
mp-1767393;CaFeF5
mp-1767479;YbAgS2
mp-1767701;TiAl3
mp-1768180;CSO
mp-1768633;GdTl3
mp-1768886;GdNiBi
mp-1768902;NaGdCl4
mp-1769874;MnAlFe2
mp-1771509;GdInIr
mp-1771522;Mn3Bi
mp-1771745;EuAg
mp-1772703;CrHgF6
mp-1773285;CaFeF5
mp-1773879;EuHgPb
mp-1774125;EuClF
mp-1775581;BaTaS3
mp-1775704;SmCrO3
mp-1775725;LaGaO3
mp-1775852;SiO2
mp-1776106;DyAl3
mp-1776133;Li2CeSb2
mp-1776789;NdNiSn
mp-1777361;NaHCO3
mp-1777610;TbAgTe2
mp-1777623;LiYbPb
mp-1777882;SiO2
mp-1778122;Ca2PbAu2
mp-1778237;SiO2
mp-1778278;Bi2Te2S
mp-1778497;SrN
mp-1778504;Na
mp-1778533;K2O
mp-1778557;Er3AlC
mp-1778654;K2O
mp-1778756;SiO2
mp-1779371;SiO2
mp-1779415;DyAl3
mp-1779435;SiO2
mp-1779529;PdCl2
mp-1779601;SrCuF4
mp-1779630;SiO2
mp-1779708;SrN
mp-1779869;LaMnGe
mp-1779928;CeCuGe2
mp-1780199;SiO2
mp-1780208;USbSe
mp-1780759;Bi2Se3
mp-1780867;Mn(GaS2)2
mp-1780890;SiO2
mp-1781314;MgGa
mp-1781329;YbNiC2
mp-1781910;CSO
mp-1781982;CsIO3
mp-1782088;DyPbAu
mp-1782186;CaSnO3
mp-1782230;CaF2
mp-1782244;Sr2NCl
mp-1782638;Cu8O
mp-1782675;BaAlGe
mp-1782765;Ce2TeO2
mp-1782776;Al3Ru2
mp-1783081;TbIn3
mp-1783116;Mg2FeH6
mp-1783118;DyIr3
mp-1783175;YbAgS2
mp-1783291;TiBe2
mp-1783358;NbRu3C
mp-1783380;RhF3
mp-1783466;Sc2C
mp-1783794;LiAl
mp-1783841;MgGa
mp-1783848;SnSe2
mp-1783894;K2O
mp-1783983;Gd(SiIr)2
mp-1784340;NiI2
mp-1784531;Mn3Bi
mp-1784613;Li8IrO6
mp-1784617;Ga5Ni
mp-1784805;YbGa2Pd
mp-1784808;Nb3Ir
mp-1784890;NdCl3
mp-1785017;Pr3Sc
mp-1785252;K3Hg
mp-1785322;SiO2
mp-1785401;PrClO
mp-1785427;YbSnPd
mp-1785662;LiBiF6
mp-1785663;SiO2
mp-1785854;SiO2
mp-1786009;LuTiGe
mp-1786021;Er3(CuSn)4
mp-1786048;InBr
mp-1786463;MgGa
mp-1786575;SiO2
mp-1786636;SmBrO
mp-1786843;ErSCl
mp-1787003;Ca2InN
mp-1787009;Ba2LaTaO6
mp-1787034;K3Ni2F7
mp-1787037;SiO2
mp-1787066;TlInS2
mp-1787196;SiO2
mp-1787363;SiO2
mp-1787500;BaAgTeF
mp-1787543;Na4IrO4
mp-1787632;MgGa
mp-1787798;LaGa3Pd2
mp-1787832;YbSnRh
mp-1787867;ErCu(WO4)2
mp-1788009;YClO
mp-1788279;SiO2
mp-1788333;MgGa
mp-1788338;GaAu
mp-1788345;CsIO3
mp-1788439;K2O
mp-1788569;ZrCuSi
mp-1788607;SrClF
mp-1788618;SiO2
mp-1788680;BaPdS2
mp-1788799;K3AuO
mp-1788831;MgGa
mp-1788924;CrHgF6
mp-1788973;Pr3AlC
mp-1789133;Al2W
mp-1789137;SiO2
mp-1789150;ErZnGa
mp-1789221;TbCl
mp-1789237;SiO2
mp-1789267;Rb3NbO8
mp-1789404;Sr2Cu(IO)2
mp-1789603;ZrAl5Ni2
mp-1789611;SiO2
mp-1789680;ThBiTe
mp-1789941;Li2Si2O5
mp-1790008;K3Bi
mp-1790232;Tb2Ge2Ru
mp-1790298;SiO2
mp-1790442;Yb3(CuGe)4
mp-1790443;SiO2
mp-1790478;Cs2KRhF6
mp-1790834;MgGa
mp-17909;SiO2
mp-1791003;GdHg
mp-1791020;TiPd2
mp-1791031;ScAu
mp-1791084;LiPb
mp-1791293;LiRe3
mp-1791337;TmIr
mp-1791542;GdB2
mp-1791580;LaGaO3
mp-1791686;SiO2
mp-1791981;MgCu
mp-1792016;Ni2H
mp-1792103;TiRu
mp-1792180;Ni4Mo
mp-1792219;SmCrO3
mp-1792244;TcB
mp-1792247;Na
mp-1792270;Ni2H
mp-1792284;BW
mp-1792476;AuC
mp-1792588;TiPd2
mp-1792650;MnGaPt
mp-1792726;ErIr
mp-1792790;LaN
mp-1792873;HoAu2
mp-1792891;Li2O
mp-1792971;BPt
mp-1792980;MnAlFe2
mp-1792994;HgPt
mp-1793106;TcB
mp-1793202;MgGa
mp-1793289;Na
mp-1793300;CaF2
mp-1793446;NbSbRu
mp-1793681;MgGa
mp-1793857;TcB
mp-1794011;MgGa
mp-1794076;MgGa
mp-1794129;Na
mp-1794145;MgIn
mp-1794169;TiAl3
mp-1794317;LaN
mp-1794389;TiSi2
mp-1794402;SiO2
mp-1794421;MgIn
mp-1794556;PaRh3
mp-1794576;CaF2
mp-1794589;MnNi3
mp-1794662;TiAl3
mp-1794692;HoCd
mp-1794728;BPt
mp-1794768;TbAu
mp-1794883;CeC2
mp-1794891;ScAu2
mp-1794896;H2Se
mp-1794989;MnAlFe2
mp-1795008;TiAl3
mp-1795207;SiO2
mp-1795377;SrN
mp-1795399;LiBeSb
mp-1795425;TcB
mp-1795512;TcB
mp-1795618;ThO2
mp-1795727;ErIn3
mp-1795733;LaGaO3
mp-1795736;Nb2O5
mp-1795752;TlInS2
mp-1795869;MnGaPt
mp-1795971;Yb(BC)2
mp-1796070;Pr2SeO2
mp-1796073;Fe2P
mp-1796080;Yb(MnAs)2
mp-1796090;TlBi2
mp-1796451;InCu2
mp-1796508;ErAu4
mp-1796749;TbAu
mp-1796987;ScCl
mp-1797081;Cr3PC
mp-1797166;HoMn2
mp-1797192;Nd2CuO4
mp-1797236;Re3B
mp-1797243;BaPdS2
mp-1797319;Nd2CuO4
mp-1797347;SiO2
mp-1797406;MgPb
mp-1797460;Ca(AsPd)2
mp-1797591;Nd2AlNi2
mp-1797652;SiO2
mp-1797662;MgIn
mp-1797737;Ce(GeAu)2
mp-1797832;Sc3In
mp-1797856;Nd(SiAu)2
mp-1798059;Nd2CuO4
mp-1798139;BaHgO2
mp-1798190;SiO2
mp-1798389;Al3Ru2
mp-1798471;CSO
mp-1798473;GdNiBi
mp-1798529;Pu2O3
mp-1798568;ThB2Ir3
mp-1798653;Li3UO4
mp-1798686;SiO2
mp-1798701;Tb2C
mp-1798811;DyAl3
mp-1798825;ScRh3C
mp-1798863;Na
mp-1798899;Tm(CuGe)2
mp-1799060;TmInCu2
mp-1799360;Er(GeRu)2
mp-1799370;YbAgS2
mp-1799646;PtS
mp-1799723;Nb2O5
mp-1799885;NaH2Pd3
mp-1799973;BW
mp-1800471;Nd(NiP)2
mp-1800508;SiO2
mp-1800680;TmCd2
mp-1800736;TbPbAu
mp-1800784;TiCl2
mp-1801177;Sm(CuSi)2
mp-1801227;Er(NiP)2
mp-1801340;MgGa
mp-1801345;K2O
mp-1801348;LaN
mp-1801403;Eu(MnGe)2
mp-1801435;TmCd2
mp-1801468;CaSnO3
mp-1801470;TiSi2
mp-1801499;Te2Rh
mp-1801569;LaN
mp-1801604;TiSi2
mp-1801644;YbBiPd
mp-1801655;PrB2Ir3
mp-1801658;DyAl3
mp-1801666;Li2SbAu
mp-1801828;MgGa
mp-1802151;ErSnAu
mp-1802219;MgGa
mp-1802251;YbAl3
mp-1802266;Yb(MnSi)2
mp-1802346;Na
mp-1802415;LiYGa4
mp-1802529;UReB3
mp-1802535;MgGa
mp-1802543;TbCl
mp-1802558;Tb3InN
mp-1802747;MgGa
mp-1802804;Er3AlC
mp-1803167;Ce3Sn
mp-1803497;MgGa
mp-1803507;GdTl3
mp-1803574;Ce3Sn
mp-1803621;MgGa
mp-1803718;TbMnSi
mp-1803794;EuZn5
mp-1804000;PNF2
mp-1804325;MgGa
mp-1804598;EuClF
mp-1804666;MgGa
mp-1804696;SrMgSn
mp-1804732;LaGaO3
mp-1804769;SnBr2
mp-1804829;Eu2MgH6
mp-1804850;Ni3(SnS)2
mp-1804871;Nd2BiO2
mp-1804894;Sm3GaC
mp-1804960;MgGa
mp-1804961;K2MgH4
mp-1804993;LaGaO3
mp-1805140;ErZnGa
mp-1805193;SiO2
mp-1805238;SiO2
mp-1805285;NpSi2
mp-1805312;HgRhF6
mp-1805402;Li2CuAs
mp-1805562;LaGaO3
mp-1805800;ErCu(WO4)2
mp-1806007;Na
mp-1806405;K5CuSb2
mp-1806407;Ba2S3
mp-1806408;SiO2
mp-1806616;KVH4O7
mp-1806633;SiO2
mp-1807145;NaGdCl4
mp-1807572;SiO2
mp-1808166;SiO2
mp-1808385;MgGa
mp-1808689;SiO2
mp-1809027;Na
mp-1809070;Na
mp-1809315;SiO2
mp-1809759;Ba2LaTaO6
mp-1810115;DyAl3
mp-1810230;SiO2
mp-1810796;SiO2
mp-1811094;K2NaAlAs2
mp-1811387;LiCeSi2
mp-1811389;Mn3Bi
mp-1811566;SiO2
mp-1811976;ZrGaPt
mp-1812153;RbUAgS3
mp-1812814;KAg3Se2
mp-1812947;SiO2
mp-1813410;SiO2
mp-1813569;BaSiPt
mp-1814563;GeBi4Te7
mp-1814883;Li2Si2O5
mp-1815032;SiO2
mp-1816090;TlP(HO2)2
mp-1816475;SiO2
mp-1816535;TlP(HO2)2
mp-1816760;CaH2(CO2)2
mp-1816966;RbAuI3
mp-1817535;SiO2
mp-1818856;SiO2
mp-1819259;SiO2
mp-1819282;CaFeF5
mp-1819337;H4C(N2O)2
mp-1819364;Na
mp-1819420;SiO2
mp-1819655;SiO2
mp-1819961;Sr2Sn
mp-1820012;CaH2(CO2)2
mp-1820266;LiAl
mp-1820573;SnBr2
mp-1820911;TlP(HO2)2
mp-1821868;SiO2
mp-1822994;SiO2
mp-1824598;SiO2
mp-1824997;Nb2O5
mp-1825088;Y3Al2
mp-1825574;KBCF6
mp-1825620;SiO2
mp-1825679;Cs2SnSe3
mp-1825843;SiO2
mp-1826077;SrLaI4
mp-1826230;CaCu(GeO3)2
mp-1826278;PdCl2
mp-1826597;Ho2(GePt3)3
mp-1826799;PNF2
mp-1826824;K2SnCl6
mp-1827238;SiO2
mp-1827458;NaAg3O2
mp-1827572;GdInIr
mp-1827646;IBr
mp-1827895;HfOs2
mp-1827995;Pr2Bi
mp-18280;SiO2
mp-1828047;BaAl9Ni2
mp-1828399;HoMn2
mp-1828439;SiO2
mp-1828471;SiO2
mp-1828473;Ba2LaTaO6
mp-1828485;EuHgPb
mp-1828965;SiO2
mp-1828974;LaZnSbO
mp-1829004;SmInRh
mp-1829048;CeInNi
mp-1829057;SiO2
mp-1829198;SrYb3
mp-1829206;ErSiRu
mp-1829342;Nd2CuO4
mp-1829427;SiO2
mp-1829478;P2Pt
mp-1829613;Ga2FeSe4
mp-1829736;CaSnO3
mp-1829781;SrYb3
mp-1829912;SiO2
mp-1830078;CeAlCu
mp-1830457;SiO2
mp-1830463;K2O
mp-1830493;TbMnSi
mp-1830605;SiO2
mp-1830872;SiO2
mp-1831015;LiDySn2
mp-1831256;CaHgPb
mp-1831422;TlInS2
mp-1831588;ScMn2
mp-1831624;BaHf(PO4)2
mp-1832454;SiO2
mp-1832513;YbAgS2
mp-1832592;Bi2Te2S
mp-1832650;Bi2Se3
mp-1832826;Li4TeO5
mp-1832928;CeCrS2O
mp-1832933;Nb2O5
mp-1833227;KAuSe
mp-1833255;Yb3SnC
mp-1833329;SiO2
mp-1833365;Ba3In2O6
mp-1833459;SiO2
mp-1833762;Lu2Pd2Pb
mp-1834037;SeO2
mp-1834149;Ca3(GaNi)4
mp-1834173;Bi2Te2S
mp-1834194;LiB(CN)4
mp-1834306;NdAlNi
mp-1834524;CaFeF5
mp-1834769;SiO2
mp-1834902;Fe2P
mp-1835089;Nb2O5
mp-1835414;SiO2
mp-1835603;K2O
mp-1835695;Pu3Co
mp-1835744;SiO2
mp-1835808;K3Hg
mp-1835846;PdCl2
mp-1835854;SiO2
mp-1835934;SrMgSn
mp-1836035;SiO2
mp-1836222;SiO2
mp-1836373;SiO2
mp-1836533;SiO2
mp-1836611;SiO2
mp-1836630;DyAl3
mp-1837474;SiO2
mp-1837831;SiO2
mp-1837931;Rb2As3
mp-1837933;SiO2
mp-1838043;Hf(Te2Cl3)2
mp-1838428;SiO2
mp-1838614;SiO2
mp-1838832;SiO2
mp-1839063;SiO2
mp-1839295;SeO2
mp-1839337;SeO2
mp-1839771;K3Bi
mp-1840039;SiO2
mp-1840235;SiO2
mp-1840398;SiO2
mp-1840457;SiO2
mp-1840863;U6Fe16Si7
mp-1841008;SiO2
mp-1841237;SiO2
mp-1841693;Na
mp-1841705;SiO2
mp-1841835;SrYb3
mp-1842058;H4C(N2O)2
mp-1842664;U6Fe16Si7
mp-1843124;SiO2
mp-1843219;SiO2
mp-1843372;KVH4O7
mp-1843418;SeO2
mp-1843509;SiO2
mp-1843518;SiO2
mp-1843880;KVH4O7
mp-1844241;SiO2
mp-1844429;SiO2
mp-1844619;SiO2
mp-1845150;Ta4Te9I4O
mp-1845252;SiO2
mp-1845505;SiO2
mp-1845721;SiO2
mp-1845762;SiO2
mp-1845838;SiO2
mp-1846048;SiO2
mp-1846513;SiO2
mp-1846630;SiO2
mp-1846688;SiO2
mp-1846749;SiO2
mp-1847192;SiO2
mp-1847471;SiO2
mp-1847537;SiO2
mp-1847650;Na
mp-1848067;SiO2
mp-1848078;Nb2O5
mp-1848254;SiO2
mp-1848490;SiO2
mp-1848531;SiO2
mp-1848644;SiO2
mp-1848902;SiO2
mp-1849065;Li2O
mp-1849245;SiO2
mp-1849321;SiO2
mp-1849494;B5H9N
mp-1849725;K3Bi
mp-1849760;SiO2
mp-1849910;B7H10
mp-1849958;SiO2
mp-1850198;Sb2(SO4)3
mp-1850396;SiO2
mp-1850740;SiO2
mp-1851009;SiO2
mp-1851227;SiO2
mp-1851483;PNF2
mp-1851659;CsSb(PO4)2
mp-1860717;U2SeN2
mp-1860969;SnBr2
mp-1863325;Mg16Al12N
mp-1863561;TlInS2
mp-1864200;SiO2
mp-1864470;CsK(ClO4)2
mp-1864472;CaAsAu
mp-1864493;CaSnO3
mp-1865297;TiSi2
mp-1866007;Rb2PtF6
mp-1866201;SiO2
mp-1867826;LaGaO3
mp-1867946;Mn(GaS2)2
mp-1867961;Na
mp-1868807;Sr2Cu2Ni(SO)2
mp-1868900;TbSn2
mp-1870475;Sr(GaAu)2
mp-1870640;YClO
mp-1871154;SiO2
mp-1871232;SiO2
mp-1871338;NdOs2
mp-1872016;Mn(GaS2)2
mp-1872271;KCuO2
mp-1872275;H4C(N2O)2
mp-1872279;SiO2
mp-1872374;Cu8O
mp-1872861;Sb2(SO4)3
mp-1873008;SiO2
mp-1873085;TiPd2
mp-1873928;Zr2SnC
mp-1874614;SiO2
mp-1875053;SiO2
mp-1875631;SiO2
mp-1875637;SiO2
mp-1875641;SiO2
mp-1875672;Ce2Si3Rh
mp-1875683;Be2Fe
mp-1875818;SiO2
mp-1875917;Na2US3
mp-1875942;Pu2O3
mp-1876539;SiO2
mp-1876575;Rh3F
mp-1876599;Na
mp-1877181;SiO2
mp-1877199;RbHSO4
mp-1877209;SiO2
mp-1878411;ErCu(WO4)2
mp-1878535;Sc2AlC
mp-1879090;SiO2
mp-1880102;PdCl2
mp-1880274;TaMn2
mp-1880275;SiO2
mp-1880852;SiO2
mp-1881157;Ga2PdI8
mp-1881438;SiO2
mp-1881901;YbCuAs2
mp-1881977;CaF2
mp-1882862;TlInS2
