material_id;spacegroup
mp-1676817;C2/m
mp-1676820;I4_1md
mp-1676854;Cmmm
mp-1677079;P4_2/m
mp-1677164;C2/m
mp-1677234;P-1
mp-1677336;R3m
mp-1677343;Amm2
mp-1677389;I4/mmm
mp-1677429;P4/nmm
mp-1677440;Pm-3m
mp-1677490;Fm-3m
mp-1677492;I4/m
mp-1677535;Pm-3m
mp-1677614;F-43m
mp-1677668;Pnma
mp-1677669;P-3m1
mp-1677678;I4/mmm
mp-1677684;P6_3/mmc
mp-1677740;P6/mmm
mp-1678143;F-43m
mp-1678187;Immm
mp-1678249;Cmce
mp-1678400;P6_3mc
mp-1678519;C2/m
mp-1678574;F-43m
mp-1678662;P4_2/nbc
mp-1679257;P1
mp-1679423;R-3m
mp-1680036;P-31c
mp-1680054;R-3c
mp-1680082;F-43m
mp-1680216;I-43m
mp-1680431;P4_322
mp-1680480;P-1
mp-1680542;Pmma
mp-1680689;P6_3/mmc
mp-1680977;Ia-3d
mp-1681327;Cc
mp-1681438;P-31m
mp-1681629;Pnnn
mp-1682272;P-42_1c
mp-1682421;C2/m
mp-1682773;C2/c
mp-1683083;P4/n
mp-1683392;Pc
mp-1683513;P1
mp-1683514;Ia-3
mp-1683744;P2_1/c
mp-1683913;I4_1/amd
mp-1684039;P4/nnc
mp-1684117;Imma
mp-1684390;P2_1/c
mp-1684481;P-31c
mp-1684640;P4/nnc
mp-1684908;P2_1/c
mp-1685377;Cccm
mp-1685416;Pc
mp-1685527;C2/m
mp-1685937;P2_1/c
mp-1685980;P4_32_12
mp-1686042;P4/nbm
mp-1686422;P-3m1
mp-1686556;Pm-3m
mp-1686586;Fd-3m
mp-1686591;P4_12_12
mp-1686744;C2/c
mp-1686764;Fm-3m
mp-1686826;P6_222
mp-1686884;I4/mmm
mp-1686918;P4_2/mnm
mp-1686932;P3_221
mp-1687400;Pm-3m
mp-1687415;R-3m
mp-1687424;R3c
mp-1687436;Pm-3m
mp-1687544;Pm-3m
mp-1687635;P-3m1
mp-1687640;Cmcm
mp-1687680;Fm-3m
mp-1687777;P6_3/mmc
mp-1687918;Pm-3m
mp-1687927;Pbam
mp-1687940;P-3m1
mp-1687949;P4/mmm
mp-1687996;Pm-3m
mp-1688026;F-43m
mp-1688035;Fddd
mp-1688177;P-62m
mp-1688396;R3m
mp-1688461;P6_3/mmc
mp-1688490;F-43m
mp-1688512;Immm
mp-1688523;P4/mmm
mp-1688571;R-3
mp-1688593;I4/mmm
mp-1688613;Fm-3m
mp-1688642;I4/mmm
mp-1688658;Pm-3m
mp-1690511;P-3m1
mp-1690517;Fm-3m
mp-1690576;P2/c
mp-1694953;Ibam
mp-1695213;I4_1/amd
mp-1695288;P-3m1
mp-1695338;P4/nmm
mp-1695357;P6_3/mmc
mp-1695428;R-3m
mp-1695483;P6/mmm
mp-1695562;P-62m
mp-1695602;R-3m
mp-1695613;C2/m
mp-1695618;P6_3/mmc
mp-1695739;Cmcm
mp-1695812;I4/mmm
mp-1695837;R-3m
mp-1695937;Pm-3m
mp-1696001;Pnma
mp-1696036;P6_3/mmc
mp-1696052;P-6m2
mp-1696196;Cmcm
mp-1696239;R-3m
mp-1696299;P321
mp-1696379;R-3
mp-16964;Cmc2_1
mp-1696411;C2/m
mp-1696417;Pnma
mp-1696440;P4/nmm
mp-1696470;Pm-3m
mp-1696473;P2_1
mp-1696565;P6/mmm
mp-1696611;P-42_1m
mp-1696619;R-3m
mp-1696622;Pnma
mp-1696625;P6/mmm
mp-1696629;P6_3mc
mp-1696652;I4/mcm
mp-1696662;R-3m
mp-1696811;R-3
mp-1696926;Pm-3m
mp-1696995;R-3c
mp-1697047;P6_3/mmc
mp-1697100;C2/c
mp-1697149;P6_3/mmc
mp-1697169;I-42m
mp-1697200;R-3m
mp-1697368;P4/nmm
mp-1697485;P6_3/mmc
mp-1697538;P-62m
mp-1697602;P4/nmm
mp-1697636;F-43m
mp-1697689;Pnma
mp-1697860;P4/nmm
mp-1697863;P6_422
mp-1697870;I4/mmm
mp-1697918;P-3
mp-1697969;Cmcm
mp-1698060;F-43m
mp-1698157;P6_3/mmc
mp-1698175;P2_1/c
mp-1698270;Pm-3m
mp-1698319;P4/nmm
mp-1698329;P4/mmm
mp-1698338;P-62m
mp-1698378;Fd-3m
mp-1698439;I4/mmm
mp-1698441;P6_3/mmc
mp-1698526;Cmcm
mp-1698582;Pm-3m
mp-1698594;Pm-3n
mp-1698627;P-43m
mp-1698646;Pa-3
mp-1698685;P6_3/mmc
mp-1698686;P6_422
mp-1698689;R-3m
mp-1698690;P6_3/mmc
mp-1698813;P-62m
mp-1698820;Fm-3m
mp-1698909;P-3m1
mp-1698994;I4/mcm
mp-1699041;P2_1/m
mp-1699068;Cmcm
mp-1699098;P6_3/mmc
mp-1699140;Cmcm
mp-1699218;Cmcm
mp-1699583;P-62m
mp-1699586;Cmmm
mp-1699597;Immm
mp-1699625;P4/nmm
mp-1699627;P-3m1
mp-1699649;I4/mmm
mp-1699767;Pnma
mp-1699830;C2
mp-1699857;C222_1
mp-1699859;P-62m
mp-1699889;R-3m
mp-1699934;I4/mmm
mp-170;Pm-3m
mp-1700048;P2/m
mp-1700102;I4/m
mp-1700127;P4/mmm
mp-1700133;Fm-3m
mp-1700153;P4_2/mmc
mp-1700210;Pnma
mp-1700283;P-3m1
mp-1700298;P6_3/mmc
mp-1700404;P6_3mc
mp-1700478;P4/nmm
mp-1700485;I4/m
mp-1700490;P-6m2
mp-1700609;I4/mmm
mp-1700636;I4/mmm
mp-1700652;Pm-3m
mp-1700665;I4/mmm
mp-1700673;Pa-3
mp-1700707;Immm
mp-1700771;Pnma
mp-1700776;Pmmn
mp-1700807;P6_3/mmc
mp-1700834;C2/m
mp-1700842;Fm-3m
mp-1700851;P4/nmm
mp-1700864;P4/nmm
mp-1700880;Pmn2_1
mp-1700907;P6_3/mmc
mp-1700908;R-3
mp-1700957;I4_1md
mp-1700968;R-3m
mp-1701023;I-43m
mp-1701041;P6_3/mmc
mp-1701087;Pm-3m
mp-1701195;Cmcm
mp-1701205;I-4
mp-1701254;P4/nmm
mp-1701277;Pm-3m
mp-1701303;P4/mbm
mp-1701335;Pm-3m
mp-1701339;Pm-3m
mp-1701375;Fm-3m
mp-1701469;C2/m
mp-1701502;P6_322
mp-1701516;Pm-3m
mp-1701564;Fm-3m
mp-1701588;P4/mbm
mp-1701657;Pa-3
mp-1701665;I4/mmm
mp-1701673;Pm-3m
mp-1701769;P6_3/mmc
mp-1701804;Pm-3m
mp-1702013;I4/mmm
mp-1702018;Pm-3m
mp-1702109;P6_3mc
mp-1702124;F-43m
mp-1702229;Pnnm
mp-1702415;P4/nmm
mp-1702445;Pnma
mp-1702478;R-3m
mp-1702633;R-3
mp-1702657;P6/mmm
mp-1702692;R-3m
mp-1702695;I4/mcm
mp-1702786;P6_3/mmc
mp-1702835;Cmcm
mp-1702852;C2/c
mp-1702894;I4/mmm
mp-1703025;P4/mbm
mp-1703173;P6/mmm
mp-1703303;I4/mmm
mp-1703329;P-1
mp-1703370;P2_1
mp-1703535;Pm-3m
mp-1703559;P-42m
mp-1703572;P6_3/mmc
mp-1703574;Pm-3m
mp-1703590;P4/nmm
mp-1703695;P-3m1
mp-1703740;P6_3/m
mp-1703768;P6_3/mmc
mp-1703818;P-3m1
mp-1703829;Pnma
mp-1703969;Pbcn
mp-1703987;Cc
mp-1703998;Fmmm
mp-1704129;F-43m
mp-1704150;C2/m
mp-1704156;P-62m
mp-1704167;P-3m1
mp-1704210;I4/mmm
mp-1704272;Ibam
mp-1704369;I4/mmm
mp-1704408;P3_221
mp-1704410;I4/mmm
mp-1704417;Pmc2_1
mp-1704434;R-3m
mp-1704457;Cmc2_1
mp-1704481;C2/m
mp-1704499;Pm-3m
mp-1704504;Pm-3m
mp-1704651;I4_1/amd
mp-1704716;Immm
mp-1704789;I-43d
mp-1704790;Pm-3m
mp-1704791;P6/mmm
mp-1704800;I4/mmm
mp-1704968;P4/nmm
mp-1705073;P6_3mc
mp-1705140;P4/nmm
mp-1705260;P6_3/mmc
mp-1705295;I-43m
mp-1705607;P6_3/mmc
mp-1705831;P-3m1
mp-1707850;Pnma
mp-1708022;C2/m
mp-1708335;Fmmm
mp-1708418;R-3
mp-1708419;Cmcm
mp-1708554;P2_13
mp-1708724;I-42d
mp-1708787;P2_13
mp-1709113;Ibam
mp-1709129;P4_2/mbc
mp-1709265;P-62c
mp-1712385;P6_3mc
mp-1715428;P6_322
mp-1716449;P4/mmm
mp-1718331;I4/mmm
mp-17194;P2/c
mp-1719858;P1
mp-1720868;C2/c
mp-1721379;C222_1
mp-1721630;Pm-3n
mp-1722146;C2
mp-1722393;P2_1/c
mp-1726783;C2/c
mp-1727476;Fdd2
mp-17279;C2/m
mp-1729669;R32
mp-1730339;Pmm2
mp-1731093;P6_3/mmc
mp-1731099;F-43m
mp-1731219;C2
mp-1732095;C2/c
mp-1733077;C2/m
mp-1733221;Cmmm
mp-1733238;Pna2_1
mp-1733316;P4_32_12
mp-1733455;Fm-3m
mp-1733495;Cmc2_1
mp-1733541;C2/m
mp-1733832;P6_3/mmc
mp-1733988;P4_12_12
mp-1734098;P2_1/c
mp-1734989;P6_3/mmc
mp-1735908;P1
mp-1736556;Cmcm
mp-1736897;Cmc2_1
mp-1737966;Pnma
mp-1739178;C2/c
mp-1741152;P1
mp-1741322;I4_122
mp-1741419;P6_3/mmc
mp-1741472;P4_32_12
mp-1741561;C2
mp-1741644;P-1
mp-1741653;Ama2
mp-1741685;P1
mp-1741933;C2
mp-1742159;P1
mp-1742163;P2
mp-1742241;Pnma
mp-1742485;I-4
mp-1742601;P1
mp-1742624;P2_1/c
mp-1743057;P1
mp-1743115;Ima2
mp-1743538;Cc
mp-1743613;P1
mp-1743672;P4_32_12
mp-1743756;Fddd
mp-1743848;Pnma
mp-1743920;P2/c
mp-1744096;Pm
mp-1744384;I2_12_12_1
mp-1744503;C2/c
mp-1746458;P6_3/mmc
mp-1751163;Pbcn
mp-1751540;C2/m
mp-1752084;Pm
mp-1752571;Pc
mp-1752692;P1
mp-1752813;Fm-3m
mp-1753460;Pnnm
mp-1753753;C2/c
mp-1754451;P6_3/mmc
mp-1754542;I4_1/amd
mp-1754558;P4_2/mnm
mp-1754641;P2_1/c
mp-1755127;P3
mp-1755433;Pn-3m
mp-1756888;Ibam
mp-1756970;P-4m2
mp-1757535;P6_3/mmc
mp-1757541;C2/m
mp-1757691;Pm-3m
mp-1757794;Pn-3m
mp-1757853;P2_1
mp-1759144;P6_3mc
mp-1759161;C2/m
mp-1760264;R-3m
mp-1760376;R3m
mp-1760944;P4/nmm
mp-1760968;P2_1/c
mp-1761107;P-3m1
mp-1761275;Pmc2_1
mp-1761636;I4/mmm
mp-1761754;P6_3/mmc
mp-1764013;P4/mmm
mp-1764290;I4/mmm
mp-1764540;P6_3/mmc
mp-1764757;P6_3/mmc
mp-1765090;R-3m
mp-1765648;P6_3mc
mp-1766311;Fm-3m
mp-1766749;P6_3/m
mp-1767249;R-3m
mp-1767393;P2_1/c
mp-1767479;P4/mmm
mp-1767701;Pm-3m
mp-1768180;Cm
mp-1768633;Pm-3m
mp-1768886;F-43m
mp-1768902;P-1
mp-1769874;F-43m
mp-1771509;P-62m
mp-1771522;I4/mmm
mp-1771745;Pnma
mp-1772703;R-3
mp-1773285;P2_1/c
mp-1773879;P6_3mc
mp-1774125;P4/nmm
mp-1775581;P6_3/mmc
mp-1775704;Pnma
mp-1775725;Pnma
mp-1775852;C2/c
mp-1776106;R-3m
mp-1776133;P4/nmm
mp-1776789;Pnma
mp-1777361;P2_1/c
mp-1777610;P-42_1m
mp-1777623;P-6m2
mp-1777882;Imma
mp-1778122;P4/mbm
mp-1778237;P1
mp-1778278;R-3m
mp-1778497;C2/m
mp-1778504;P6_3/mmc
mp-1778533;Pnnm
mp-1778557;Pm-3m
mp-1778654;P2_1
mp-1778756;P3_221
mp-1779371;C2
mp-1779415;P6_3/mmc
mp-1779435;C2
mp-1779529;Pnnm
mp-1779601;I4/mcm
mp-1779630;P2_1/c
mp-1779708;Pnma
mp-1779869;P4/nmm
mp-1779928;Cmcm
mp-1780199;Pc
mp-1780208;P4/nmm
mp-1780759;R-3m
mp-1780867;R3m
mp-1780890;R32
mp-1781314;P-3m1
mp-1781329;Amm2
mp-1781910;R3m
mp-1781982;Pm-3m
mp-1782088;F-43m
mp-1782186;Pm-3m
mp-1782230;Pmc2_1
mp-1782244;R-3m
mp-1782638;Cmmm
mp-1782675;P-6m2
mp-1782765;I4/mmm
mp-1782776;P-3m1
mp-1783081;Pm-3m
mp-1783116;Fm-3m
mp-1783118;Pm-3m
mp-1783175;P4/mmm
mp-1783291;Fd-3m
mp-1783358;Pm-3m
mp-1783380;R-3c
mp-1783466;P-3m1
mp-1783794;Fd-3m
mp-1783841;P-6m2
mp-1783848;P-3m1
mp-1783894;Fm-3m
mp-1783983;I4/mmm
mp-1784340;R-3m
mp-1784531;I4/mmm
mp-1784613;R-3
mp-1784617;I4/mcm
mp-1784805;Cmcm
mp-1784808;Pm-3n
mp-1784890;P6_3/m
mp-1785017;I4/mmm
mp-1785252;I4/mmm
mp-1785322;Ama2
mp-1785401;P4/nmm
mp-1785427;P-62m
mp-1785662;R-3
mp-1785663;Cc
mp-1785854;R-3c
mp-1786009;P4/nmm
mp-1786021;C2/m
mp-1786048;Cmcm
mp-1786463;C2
mp-1786575;C2/c
mp-1786636;P4/nmm
mp-1786843;Pmmn
mp-1787003;Cmcm
mp-1787009;R-3
mp-1787034;I4/mmm
mp-1787037;Cc
mp-1787066;C2/m
mp-1787196;P1
mp-1787363;Fddd
mp-1787500;P4/nmm
mp-1787543;I4/m
mp-1787632;P6_3mc
mp-1787798;P6/mmm
mp-1787832;P-62m
mp-1787867;P-1
mp-1788009;R-3m
mp-1788279;C2
mp-1788333;P-6m2
mp-1788338;Pnma
mp-1788345;Pmn2_1
mp-1788439;I4_1/amd
mp-1788569;Pnma
mp-1788607;P4/nmm
mp-1788618;I4/mmm
mp-1788680;Cmcm
mp-1788799;Pm-3m
mp-1788831;Cm
mp-1788924;R-3
mp-1788973;Pm-3m
mp-1789133;P6_422
mp-1789137;P6_3/mmc
mp-1789150;P6_3mc
mp-1789221;R-3m
mp-1789237;P4_32_12
mp-1789267;I-42m
mp-1789404;I4/mmm
mp-1789603;I4/mmm
mp-1789611;P6_422
mp-1789680;P4/nmm
mp-1789941;Ccc2
mp-1790008;Fm-3m
mp-1790232;C2/m
mp-1790298;I2_12_12_1
mp-1790442;Immm
mp-1790443;R-3
mp-1790478;Fm-3m
mp-1790834;Pm-3m
mp-17909;R-3m
mp-1791003;Pm-3m
mp-1791020;I4/mmm
mp-1791031;Pm-3m
mp-1791084;Pm-3m
mp-1791293;Fm-3m
mp-1791337;Pm-3m
mp-1791542;P6/mmm
mp-1791580;Pm-3m
mp-1791686;Fm-3m
mp-1791981;Pmma
mp-1792016;R-3m
mp-1792103;Pm-3m
mp-1792180;I4/m
mp-1792219;Pm-3m
mp-1792244;P6_3/mmc
mp-1792247;I4/mmm
mp-1792270;P-3m1
mp-1792284;Cmcm
mp-1792476;P6_3mc
mp-1792588;Immm
mp-1792650;F-43m
mp-1792726;Pm-3m
mp-1792790;Pm-3m
mp-1792873;I4/mmm
mp-1792891;Fm-3m
mp-1792971;P6_3/mmc
mp-1792980;F-43m
mp-1792994;P4/mmm
mp-1793106;Pm-3m
mp-1793202;R-3m
mp-1793289;Fm-3m
mp-1793300;P4/mmm
mp-1793446;F-43m
mp-1793681;F-43m
mp-1793857;P-6m2
mp-1794011;Fm-3m
mp-1794076;P4/mmm
mp-1794129;Im-3m
mp-1794145;C2/m
mp-1794169;I4/mmm
mp-1794317;Fm-3m
mp-1794389;Immm
mp-1794402;P4_2/mnm
mp-1794421;P4/mmm
mp-1794556;Pm-3m
mp-1794576;Fm-3m
mp-1794589;Pm-3m
mp-1794662;Pmm2
mp-1794692;Pm-3m
mp-1794728;P6_3/mmc
mp-1794768;Pm-3m
mp-1794883;I4/mmm
mp-1794891;I4/mmm
mp-1794896;Fm-3m
mp-1794989;Fm-3m
mp-1795008;Pm-3m
mp-1795207;Pn-3m
mp-1795377;Fm-3m
mp-1795399;F-43m
mp-1795425;P6_3/mmc
mp-1795512;F-43m
mp-1795618;Fm-3m
mp-1795727;Pm-3m
mp-1795733;Pm-3m
mp-1795736;C2/m
mp-1795752;R-3m
mp-1795869;P6_3/mmc
mp-1795971;P4_2/mmc
mp-1796070;P-3m1
mp-1796073;P-62m
mp-1796080;P-3m1
mp-1796090;P6/mmm
mp-1796451;P6_3/mmc
mp-1796508;I4/m
mp-1796749;Cmcm
mp-1796987;R-3m
mp-1797081;Cmcm
mp-1797166;Fd-3m
mp-1797192;C2/m
mp-1797236;Cmcm
mp-1797243;P4/mmm
mp-1797319;I4/mmm
mp-1797347;Pa-3
mp-1797406;Pmma
mp-1797460;I4/mmm
mp-1797591;Immm
mp-1797652;I-42d
mp-1797662;Pmma
mp-1797737;I4/mmm
mp-1797832;Pm-3m
mp-1797856;I4/mmm
mp-1798059;I4/mmm
mp-1798139;R-3m
mp-1798190;Pbcn
mp-1798389;I4/mmm
mp-1798471;Cm
mp-1798473;F-43m
mp-1798529;P-4m2
mp-1798568;P6/mmm
mp-1798653;I4/mmm
mp-1798686;Ibam
mp-1798701;R-3m
mp-1798811;Pm-3m
mp-1798825;Pm-3m
mp-1798863;P6_3/mmc
mp-1798899;I4/mmm
mp-1799060;Fm-3m
mp-1799360;I4/mmm
mp-1799370;R-3m
mp-1799646;P4_2/mmc
mp-1799723;C2
mp-1799885;Cmmm
mp-1799973;I4_1/amd
mp-1800471;I4/mmm
mp-1800508;Ibam
mp-1800680;P-3m1
mp-1800736;F-43m
mp-1800784;P-3m1
mp-1801177;I4/mmm
mp-1801227;I4/mmm
mp-1801340;Pmma
mp-1801345;P4/mmm
mp-1801348;P6_3mc
mp-1801403;I4/mmm
mp-1801435;P6/mmm
mp-1801468;Pm-3m
mp-1801470;Cmcm
mp-1801499;P-3m1
mp-1801569;P4/nmm
mp-1801604;Fddd
mp-1801644;F-43m
mp-1801655;P6/mmm
mp-1801658;I4/mmm
mp-1801666;F-43m
mp-1801828;C2/m
mp-1802151;F-43m
mp-1802219;Pmmn
mp-1802251;Pm-3m
mp-1802266;I4/mmm
mp-1802346;R-3m
mp-1802415;P-6m2
mp-1802529;P6_3/mmc
mp-1802535;Amm2
mp-1802543;R-3m
mp-1802558;Pm-3m
mp-1802747;P3m1
mp-1802804;Pm-3m
mp-1803167;Pm-3m
mp-1803497;Cm
mp-1803507;Pm-3m
mp-1803574;R-3m
mp-1803621;Amm2
mp-1803718;P4/nmm
mp-1803794;P6/mmm
mp-1804000;Cmc2_1
mp-1804325;Amm2
mp-1804598;P4/nmm
mp-1804666;Amm2
mp-1804696;F-43m
mp-1804732;Imma
mp-1804769;P-3m1
mp-1804829;P-3m1
mp-1804850;R-3m
mp-1804871;I4/mmm
mp-1804894;Pm-3m
mp-1804960;P6_3/mmc
mp-1804961;I4/mmm
mp-1804993;R3c
mp-1805140;P6_3/mmc
mp-1805193;P6_222
mp-1805238;P3_221
mp-1805285;I4_1/amd
mp-1805312;R-3
mp-1805402;P6_3/mmc
mp-1805562;R-3c
mp-1805800;P2/c
mp-1806007;Pnma
mp-1806405;R-3m
mp-1806407;I4_1md
mp-1806408;Pcca
mp-1806616;P1
mp-1806633;Pmma
mp-1807145;P-1
mp-1807572;Pban
mp-1808166;I-4m2
mp-1808385;I4_1/a
mp-1808689;Ia-3
mp-1809027;I-43d
mp-1809070;Pm-3n
mp-1809315;Pccn
mp-1809759;P2_1/c
mp-1810115;P6_3/mmc
mp-1810230;Cmcm
mp-1810796;P-4m2
mp-1811094;Ibam
mp-1811387;Pnma
mp-1811389;R-3m
mp-1811566;Fddd
mp-1811976;P-62c
mp-1812153;Cmcm
mp-1812814;C2/m
mp-1812947;R-3m
mp-1813410;R-3
mp-1813569;P2_13
mp-1814563;P-3m1
mp-1814883;Pbcn
mp-1815032;I4/mcm
mp-1816090;P2_1/c
mp-1816475;I4/mmm
mp-1816535;Pbcn
mp-1816760;P4_32_12
mp-1816966;C2/m
mp-1817535;Cmcm
mp-1818856;Cmce
mp-1819259;I-42m
mp-1819282;P2_1/c
mp-1819337;P-1
mp-1819364;F-43m
mp-1819420;P4_2/mmc
mp-1819655;P-31c
mp-1819961;Pnma
mp-1820012;P4_12_12
mp-1820266;Cmce
mp-1820573;Pnma
mp-1820911;Pc
mp-1821868;I4_1/amd
mp-1822994;Pbcn
mp-1824598;P4_32_12
mp-1824997;P2_12_12_1
mp-1825088;P4_2/mnm
mp-1825574;P2_1/c
mp-1825620;I4_1/amd
mp-1825679;C2/m
mp-1825843;Im-3m
mp-1826077;C2/c
mp-1826230;P2_1/c
mp-1826278;R-3
mp-1826597;C2/c
mp-1826799;P2_1/c
mp-1826824;P4/mnc
mp-1827238;P4_32_12
mp-1827458;Ibam
mp-1827572;P-62m
mp-1827646;Cmcm
mp-1827895;P6_3/mmc
mp-1827995;I4/mmm
mp-18280;C2/m
mp-1828047;P6/mmm
mp-1828399;P6_3/mmc
mp-1828439;P6_322
mp-1828471;Cc
mp-1828473;R-3
mp-1828485;P6_3mc
mp-1828965;Ama2
mp-1828974;P4/nmm
mp-1829004;P-62m
mp-1829048;P-62m
mp-1829057;R-3c
mp-1829198;Fm-3m
mp-1829206;Pnma
mp-1829342;Cmce
mp-1829427;I4_122
mp-1829478;Pa-3
mp-1829613;P-42m
mp-1829736;P-1
mp-1829781;Pm-3m
mp-1829912;P1
mp-1830078;P-62m
mp-1830457;C2
mp-1830463;P3
mp-1830493;Pnma
mp-1830605;P2/c
mp-1830872;P1
mp-1831015;Cmcm
mp-1831256;P6_3/mmc
mp-1831422;I4/mcm
mp-1831588;P6_3/mmc
mp-1831624;C2/m
mp-1832454;C222_1
mp-1832513;I4_1/amd
mp-1832592;C2/m
mp-1832650;C2/m
mp-1832826;P-1
mp-1832928;C2/m
mp-1832933;P2_1/m
mp-1833227;Cmcm
mp-1833255;Pm-3m
mp-1833329;P1
mp-1833365;I4/mmm
mp-1833459;P2_1
mp-1833762;P4/mbm
mp-1834037;Pmc2_1
mp-1834149;I-43m
mp-1834173;P-1
mp-1834194;P-43m
mp-1834306;P-62m
mp-1834524;C2/c
mp-1834769;P2_1
mp-1834902;Imm2
mp-1835089;C2/c
mp-1835414;Pna2_1
mp-1835603;C2/c
mp-1835695;Cmcm
mp-1835744;I4/mmm
mp-1835808;Fm-3m
mp-1835846;Pnnm
mp-1835854;Ima2
mp-1835934;Pnma
mp-1836035;F4_132
mp-1836222;I4/m
mp-1836373;Fddd
mp-1836533;Im-3m
mp-1836611;P2_12_12_1
mp-1836630;R-3m
mp-1837474;I-42m
mp-1837831;R-3c
mp-1837931;Fmmm
mp-1837933;P4_2/mcm
mp-1838043;P-1
mp-1838428;P2_1/c
mp-1838614;Cmc2_1
mp-1838832;Ccce
mp-1839063;I-43m
mp-1839295;Pbam
mp-1839337;P4_2/mbc
mp-1839771;P6_3/mmc
mp-1840039;I4_122
mp-1840235;Pnnn
mp-1840398;P-4c2
mp-1840457;P-1
mp-1840863;F-43m
mp-1841008;P4/nbm
mp-1841237;P-4n2
mp-1841693;Pm-3m
mp-1841705;P2_1/c
mp-1841835;P6_3/mmc
mp-1842058;Fdd2
mp-1842664;Fm-3m
mp-1843124;P4_322
mp-1843219;Pnnm
mp-1843372;P1
mp-1843418;Pmc2_1
mp-1843509;P2_13
mp-1843518;P6_3/mmc
mp-1843880;P1
mp-1844241;Imma
mp-1844429;P2/c
mp-1844619;Cmce
mp-1845150;C2/c
mp-1845252;Imm2
mp-1845505;P4_2/mmc
mp-1845721;Immm
mp-1845762;Cmcm
mp-1845838;P2_1/c
mp-1846048;Cc
mp-1846513;I4/mmm
mp-1846630;P-1
mp-1846688;Cmcm
mp-1846749;C2/m
mp-1847192;I4/mmm
mp-1847471;C2/m
mp-1847537;P1
mp-1847650;I-43m
mp-1848067;P2_12_12_1
mp-1848078;P-1
mp-1848254;Imma
mp-1848490;C2/m
mp-1848531;Cmmm
mp-1848644;P4/mcc
mp-1848902;P-1
mp-1849065;P1
mp-1849245;C2/m
mp-1849321;Ia-3d
mp-1849494;Pnma
mp-1849725;P6_3cm
mp-1849760;I4_1/amd
mp-1849910;P2_12_12_1
mp-1849958;Cmcm
mp-1850198;P2_1/c
mp-1850396;I4/mcm
mp-1850740;Fmmm
mp-1851009;I4_1/amd
mp-1851227;P2_1/c
mp-1851483;P2_1/c
mp-1851659;P-3
mp-1860717;P-3m1
mp-1860969;P4_2/mnm
mp-1863325;Cm
mp-1863561;C2/m
mp-1864200;Ia-3
mp-1864470;R-3m
mp-1864472;P6_3/mmc
mp-1864493;Pnma
mp-1865297;I4_1/amd
mp-1866007;P-3m1
mp-1866201;Ia-3d
mp-1867826;Pnma
mp-1867946;Pm
mp-1867961;I4/mmm
mp-1868807;I4/mmm
mp-1868900;Cmcm
mp-1870475;P4/nmm
mp-1870640;P4/nmm
mp-1871154;C222
mp-1871232;P4/nnc
mp-1871338;P6_3/mmc
mp-1872016;P-1
mp-1872271;Cmcm
mp-1872275;Fdd2
mp-1872279;C2/c
mp-1872374;Amm2
mp-1872861;R-3
mp-1873008;P622
mp-1873085;Immm
mp-1873928;P6_3/mmc
mp-1874614;P-31c
mp-1875053;P3_121
mp-1875631;Pnnm
mp-1875637;Cmcm
mp-1875641;Cmcm
mp-1875672;P6_3/mmc
mp-1875683;P6_3/mmc
mp-1875818;P6_422
mp-1875917;C2/m
mp-1875942;P-3m1
mp-1876539;P-42_1c
mp-1876575;I4/mmm
mp-1876599;P6_3/mmc
mp-1877181;Cm
mp-1877199;Pc
mp-1877209;Fd-3m
mp-1878411;P1
mp-1878535;P6_3/mmc
mp-1879090;I4_1/amd
mp-1880102;P2_1/c
mp-1880274;P6_3/mmc
mp-1880275;Imma
mp-1880852;P6_422
mp-1881157;C2/m
mp-1881438;P4_2/nbc
mp-1881901;P4/nmm
mp-1881977;Pnma
mp-1882862;P6_3/mmc
mp-1882864;P1
mp-1882995;Pnma
mp-1883013;P6_3/mmc
mp-1883060;P4_2/nmc
mp-1883460;R-3c
mp-1883740;Pbca
mp-1884390;I432
mp-1884912;P-1
mp-1885493;I4_1/acd
mp-1885581;Cmme
mp-1885716;P23
mp-1885845;Cccm
mp-1886440;Cmc2_1
mp-1886501;Cmcm
mp-1886868;Pmma
mp-1887073;P6_3/m
mp-1887180;Pnma
mp-1887301;Pnma
mp-1887979;I2_12_12_1
mp-1888429;C2/m
mp-1888622;P-1
mp-1889274;R-3c
mp-1889401;Ia-3
mp-1889536;P1
mp-1889781;C2/m
mp-1889787;C2/m
mp-1890073;P2_1/c
mp-18902;R-3
mp-1890676;Pmma
mp-1890695;Fmm2
mp-1890740;P4/nnc
mp-1891067;Fm-3m
mp-1891586;P622
mp-1891763;Cmc2_1
mp-1892162;I4_1/amd
mp-1892378;P2_1/c
mp-1892457;C2/m
mp-18933;I4_1/amd
mp-1893879;P-1
mp-1893919;P4_132
mp-1893937;Cmc2_1
mp-1894207;Pna2_1
mp-1894447;Ccce
mp-1894483;C2/c
mp-1894571;P-1
mp-1894766;P2_1/c
mp-1894768;Pna2_1
mp-1895090;Cmce
mp-1895262;I4_1/amd
mp-1895271;P2_1/c
mp-1895417;P6_3/mmc
mp-1895506;P-1
mp-1895847;Pnma
mp-1895867;C222
mp-1896193;P-4
mp-1896231;C2/m
mp-1896279;P2_1/c
mp-1896310;Cmce
mp-1896365;I4/mmm
mp-1896600;C2/c
mp-1897051;I4/mcm
mp-1897094;R-3m
mp-18972;I4/mmm
mp-1897512;P2_1/c
