material_id;spacegroup
mp-1248346;P-1
mp-1248356;P622
mp-1248363;P2_13
mp-1248367;P1
mp-1248406;Pban
mp-1248440;Imma
mp-1248469;P-62m
mp-1248513;Ia-3d
mp-1248553;Ima2
mp-1248570;Pca2_1
mp-1248606;Pbcn
mp-1248661;I-42m
mp-1248667;I4/mcm
mp-1248668;I4/mmm
mp-1248691;Cmce
mp-1248696;Pmma
mp-1248697;Pa-3
mp-1248709;I4_122
mp-1248738;Pm-3n
mp-1248772;P1
mp-1248793;P-62m
mp-1248795;P-31m
mp-1248803;Pm
mp-1248830;P1
mp-1248848;I4/mcm
mp-1248856;P4_32_12
mp-1248957;C2/m
mp-1248966;Pm-3n
mp-1248975;C2/m
mp-1248983;P4/nbm
mp-1248990;P2/c
mp-1249014;Im-3m
mp-1249020;P4_122
mp-1249027;I4/mmm
mp-1249047;C2/m
mp-1249067;P2_13
mp-1249069;P6/mmm
mp-1249076;Pm-3n
mp-1249086;I4_1/amd
mp-1249090;P6_3/m
mp-1249092;P1
mp-1249106;Pm-3m
mp-1249176;Amm2
mp-1249214;Im-3m
mp-1249220;Pm-3m
mp-1249232;P6_3/mmc
mp-1249236;C2/c
mp-1249250;Fmmm
mp-1249256;Fm-3m
mp-1249271;Cmcm
mp-1249276;P2_1/m
mp-1249283;P1
mp-1249308;I2_13
mp-1249332;P6_3/mmc
mp-1249335;P23
mp-1249338;Fmmm
mp-1249341;P2/c
mp-1249380;Fm-3m
mp-1249408;Cc
mp-1249424;P4_32_12
mp-1249437;Cmcm
mp-1249449;P4_2/mbc
mp-1249455;R-3m
mp-1249482;P2_1/m
mp-1249493;P2/c
mp-1249504;P4_12_12
mp-1249517;P4/nmm
mp-1249540;P2_1
mp-1249546;Fd-3c
mp-1249549;P6_3/m
mp-1249583;P6_3/mmc
mp-1249599;I-4m2
mp-1249610;C2/m
mp-1249619;Pm-3m
mp-1249637;C2/m
mp-1249643;P2_1
mp-1249655;P6/m
mp-1249684;Cmcm
mp-1249754;P6_222
mp-1249787;Pm-3n
mp-1249821;Ibam
mp-1249848;P4_2/nbc
mp-1249862;P3_221
mp-1249863;P4_122
mp-1249891;R-3
mp-1249895;P2_1/c
mp-1249897;Immm
mp-1249908;Pc
mp-1249929;Ia-3d
mp-1249932;Pbcn
mp-1249955;P6/mmm
mp-1249969;P-1
mp-1249991;Amm2
mp-1249992;Cmce
mp-1250013;Pnma
mp-1250019;Im-3m
mp-1250020;P3_221
mp-1250024;Immm
mp-1250030;I4_1/amd
mp-1250038;Fm-3m
mp-1250075;Pbcn
mp-1250079;C222_1
mp-1250082;Cmcm
mp-1250103;C2/m
mp-1250105;P-4c2
mp-1250115;C2/m
mp-1250126;Pbcn
mp-1250163;P6_3/mmc
mp-1250199;P6_122
mp-1250203;P2_1/c
mp-1250209;C2/m
mp-1250216;P4_12_12
mp-1250236;Fd-3m
mp-1250256;Pmmn
mp-1250261;P-6m2
mp-1250270;C2/m
mp-1250279;P4_122
mp-1250285;Pban
mp-1250326;C2/m
mp-1250362;Fm-3m
mp-1250380;Cmcm
mp-1250384;P-1
mp-1250407;R-3m
mp-1250443;C2/m
mp-1250463;C2/c
mp-1250469;Fm-3m
mp-1250475;P3_221
mp-1250480;P3_221
mp-1250490;Fd-3m
mp-1250533;Im-3m
mp-1250543;Cmcm
mp-1250551;Cmce
mp-1250556;Pnma
mp-1250565;P4/nbm
mp-1250577;P3_121
mp-1250583;P1
mp-1250624;P6_3/mmc
mp-1250639;R-3
mp-1250668;Cmce
mp-1250674;P1
mp-1250679;Pbcn
mp-1250690;Pnnm
mp-1250700;C222_1
mp-1250704;Ibam
mp-1250739;Pnma
mp-1250762;Pm-3m
mp-1250795;Ccce
mp-1250904;Im-3m
mp-1250911;C2/m
mp-1250953;P4/n
mp-1250982;P-1
mp-1251035;P-3m1
mp-1251044;P4_2/nbc
mp-1251047;C2/m
mp-1251067;Cmce
mp-1251098;P6_3/mmc
mp-1251118;I4_1/amd
mp-1251120;Ccce
mp-1251171;Imma
mp-1251175;P2_1
mp-1251192;Fd-3m
mp-1251217;P4_2/mbc
mp-1251218;Cmmm
mp-1251223;C222_1
mp-1251238;C2/c
mp-1251248;Ibam
mp-1251255;P6/mmm
mp-1251259;P4_2/nbc
mp-1251337;Pm-3n
mp-1251348;R-3
mp-1251356;C2/m
mp-1251359;I-42m
mp-1251373;I4_122
mp-1251398;P3_121
mp-1251444;P6/mmm
mp-1251446;P1
mp-1251462;P-4m2
mp-1251479;P-4c2
mp-1251493;Pnnm
mp-1251495;C2/c
mp-12515;P4/nmm
mp-1251515;Ama2
mp-1251536;C2/m
mp-1251564;P4_32_12
mp-1251580;P2_1/m
mp-1251657;Pm-3m
mp-1251673;C2
mp-1251676;Fd-3m
mp-1251697;Ibam
mp-1251947;Immm
mp-1251955;P2_13
mp-1252014;R-3c
mp-1252052;P2/c
mp-1252061;I4/mcm
mp-1252147;Cmcm
mp-1252169;P-1
mp-1252259;P2
mp-1252352;Imma
mp-1252392;Ia-3d
mp-12524;P6_422
mp-1252503;P3_121
mp-1252571;I4_1/amd
mp-1252573;I-42m
mp-1252620;Cmme
mp-1252696;P-4n2
mp-1252719;C2/m
mp-1252745;Fd-3m
mp-1252751;P2_1/m
mp-1252757;Fm-3c
mp-1252832;I4/mmm
mp-1252902;Pban
mp-1252906;P622
mp-1252928;Imma
mp-1252962;I4_1/amd
mp-1252998;Pm-3m
mp-1253018;Pm-3m
mp-1253086;P3_221
mp-1253103;Immm
mp-1253190;Pc
mp-1253253;C2/m
mp-1253282;P6_3/mmc
mp-1253308;Pm-3m
mp-1253371;C2/m
mp-1253380;I4/mmm
mp-1253426;P4_2/mmc
mp-1253429;Pa-3
mp-1253523;Pnma
mp-1253597;Fddd
mp-1253598;P-3m1
mp-1253626;P6_3/mmc
mp-1253676;Pmmn
mp-1253701;Imma
mp-1253702;Im-3m
mp-1253709;Pcca
mp-1253757;C2/m
mp-1253783;P4_12_12
mp-1253858;P4_122
mp-1253884;P4/nbm
mp-1253890;Ima2
mp-1253926;P-31m
mp-1253928;Fm-3m
mp-1253944;P6/mmm
mp-1253977;P4/mbm
mp-1254035;Fm-3m
mp-1254082;I-4
mp-1254162;P4/n
mp-1254211;C2
mp-1254248;P4/nmm
mp-1254264;P-4m2
mp-1254406;P-4n2
mp-1254679;Pbcn
mp-1254738;Pm-3m
mp-1254778;P-62m
mp-1254815;P1
mp-1254853;R-3c
mp-1254879;Ibam
mp-12549;P6/mmm
mp-1255012;Pm-3m
mp-1255022;Ibam
mp-1255117;P6/m
mp-1255183;Pm-3m
mp-1255185;Pm
mp-1255226;I4_1/amd
mp-1255301;C2/m
mp-1255324;P1
mp-1255349;P-3m1
mp-1255553;P6_3/mmc
mp-1255555;Pmmm
mp-1255558;P2
mp-1255633;R32
mp-1255664;P6_422
mp-1255665;Pc
mp-1255683;I4/mmm
mp-1255718;Im-3m
mp-1255829;Cmme
mp-1255845;I4/mmm
mp-1255879;P6/m
mp-1255903;R32
mp-1255921;Pnma
mp-1255985;P-62m
mp-1256010;Pnma
mp-1256055;Pca2_1
mp-1256120;C2/m
mp-1256345;Ibam
mp-1256372;Cmcm
mp-1256381;Fd-3m
mp-1256437;Pm-3m
mp-1256499;Ia-3d
mp-1256531;I4/mcm
mp-1256551;I4_1/amd
mp-1256554;Ccce
mp-1256571;Ia-3d
mp-1256614;P6_3/mmc
mp-1256634;Pbcm
mp-1256783;P3_221
mp-1256804;P2/c
mp-1256901;I4_1/amd
mp-1256986;R32
mp-1257117;P2_1/m
mp-1257168;P6_122
mp-1257219;C2/m
mp-1257220;P1
mp-1257223;Fm-3m
mp-1257258;P23
mp-1257315;P6_3/mmc
mp-1257336;Fd-3m
mp-1257350;P1
mp-1257375;Imma
mp-1257414;C2/m
mp-1257567;Cmcm
mp-1257574;I4/mmm
mp-1257811;C2/m
mp-1257845;Fd-3m
mp-1257869;I4_1/amd
mp-1257906;P1
mp-1257925;C222_1
mp-1257948;C2/c
mp-1258108;I4_1/amd
mp-1258159;Fd-3m
mp-1258160;Pnma
mp-1258189;P1
mp-1258196;P2
mp-1258247;Pnma
mp-1258282;I4/mmm
mp-1258399;P6_522
mp-1258408;P-3m1
mp-1258423;I4/mmm
mp-1258426;Fd-3m
mp-1258483;Pmmn
mp-1258485;I4/mmm
mp-1258588;P1
mp-1258627;Pm-3m
mp-1258658;P1
mp-1258719;Im-3m
mp-1258750;Pm-3m
mp-1258754;Pnma
mp-1258769;Cmcm
mp-1258792;Cmcm
mp-1258814;Ccce
mp-1258820;Pmma
mp-1258899;Pbcn
mp-1258971;P-6m2
mp-1259;Pm-3m
mp-1259034;P6_222
mp-1259075;Ibam
mp-1259078;P-6m2
mp-1259129;P2/c
mp-1259208;Fd-3m
mp-1259246;P4/mbm
mp-1259288;P6_3/mmc
mp-1259341;Pm-3m
mp-1259423;P2
mp-1259425;R-3m
mp-1259457;P1
mp-1259492;P-3m1
mp-1259516;Fddd
mp-1259533;Cmcm
mp-1259547;P6_522
mp-1259581;Pbcn
mp-1259663;Pm-3m
mp-1259668;C222_1
mp-1259725;P6_3/mmc
mp-1259767;Pm-3m
mp-1259809;P2/c
mp-1259865;Cmcm
mp-1259882;P6_422
mp-1259890;I-4
mp-1259922;Ima2
mp-1260023;I4/mmm
mp-1260058;Cmce
mp-1260135;C2/m
mp-1260162;P3_221
mp-1260199;P2_1/m
mp-1260319;Fddd
mp-1260339;Pnma
mp-1260351;I4/mmm
mp-1260400;Pnma
mp-1260429;C2/c
mp-1260437;Pa-3
mp-1260453;I4/mmm
mp-1260568;Pnma
mp-1260592;I4_1/amd
mp-1260671;C2/m
mp-1260697;C2/c
mp-1260787;Cmce
mp-1260866;Pmmm
mp-1260898;I4/mmm
mp-1260899;P4/nbm
mp-1260903;C2/m
mp-1260934;Immm
mp-1260961;P2_1
mp-1260977;P-31m
mp-1260979;P4/mbm
mp-1261003;Fm-3m
mp-1261029;P4/mbm
mp-1261033;C2/m
mp-1261124;Pnma
mp-1261176;P3_221
mp-1261195;Pm-3m
mp-1261226;Cmce
mp-1261250;Pbcn
mp-1261268;P-3m1
mp-1261275;P6_222
mp-1261297;R-3c
mp-1261317;Fd-3c
mp-1261332;P2/c
mp-1261368;C2
mp-1261378;I4/mmm
mp-1261396;C222_1
mp-1261432;Pbcm
mp-1261448;P-31m
mp-1261453;P-4n2
mp-1261467;P4/nmm
mp-1261470;R-3
mp-1261472;Fddd
mp-1261507;P1
mp-1261529;Amm2
mp-1261535;C2/m
mp-1261571;P4/nbm
mp-1261647;I2_13
mp-1261668;C2/c
mp-1261783;Im-3m
mp-1261859;R-3c
mp-1261868;C2
mp-1261918;Cmcm
mp-1261939;P-1
mp-1261989;Fm-3c
mp-1262027;C2/m
mp-1262099;P-31m
mp-1262105;P6_3/mmc
mp-1262126;I4/mcm
mp-1262134;I4/mmm
mp-1262168;I-42m
mp-1262175;Pnma
mp-1262215;Cmcm
mp-1262216;Ia-3d
mp-1262230;C2/m
mp-1262260;P6/mmm
mp-1262267;P1
mp-1262318;P1
mp-1262334;Pmmn
mp-1262387;Fddd
mp-1262438;Immm
mp-1262621;C2/m
mp-1262687;Ibam
mp-1262734;I4_1/amd
mp-1262815;Pmma
mp-1262833;Pm-3m
mp-1262859;P2_1/c
mp-1262910;I4/mmm
mp-1262999;P4_12_12
mp-1263004;Pmmn
mp-1263028;Immm
mp-1263034;Immm
mp-1263063;I4/mmm
mp-1263090;P-6m2
mp-1263093;P2_1
mp-1263178;I-43m
mp-1263208;P-62m
mp-1263231;Pmmn
mp-1263233;I4/mmm
mp-1263307;P-1
mp-1263331;P23
mp-1263347;P6/mmm
mp-1263481;Cmcm
mp-1263534;Ia-3d
mp-1263578;Immm
mp-1263589;I4_1/amd
mp-1263654;Pmma
mp-1263664;Ia-3d
mp-1263821;Pm-3m
mp-1263831;I4_1/amd
mp-1263856;Imma
mp-1263920;P3_221
mp-1263962;Cmmm
mp-1264068;Immm
mp-1264150;P4/nmm
mp-1264161;P6/mmm
mp-1264162;P6/mmm
mp-1264181;Imma
mp-1264333;P2/c
mp-1264387;P6_522
mp-1264394;P4_12_12
mp-1264464;Cmme
mp-1264537;R-3
mp-1264539;Pm-3m
mp-1264613;P4_2/mbc
mp-1264672;P4/mbm
mp-1264673;P6/mmm
mp-1264674;Pbcm
mp-1264818;C2/m
mp-1264832;P-62m
mp-1264947;I4/mcm
mp-1264964;C2/m
mp-1265000;P-6m2
mp-1265015;Pnma
mp-1265052;P4/n
mp-1265115;C2/m
mp-1265128;P6_3/mmc
mp-1265164;Immm
mp-1265176;C2/m
mp-1265180;Cmcm
mp-1265199;Fd-3m
mp-1265241;Cmcm
mp-1265283;Ccce
mp-1265289;Fm-3m
mp-1265377;P6_3/mmc
mp-1265510;Immm
mp-1265534;I4_1/amd
mp-1265639;Ama2
mp-1265696;P1
mp-1265720;R-3
mp-1265897;Ibam
mp-1265928;Cmce
mp-1265936;C2
mp-1265956;P2_1/m
mp-1266084;P6/mmm
mp-1266111;P6_422
mp-1266131;Pmmn
mp-1266145;P6_3/mmc
mp-1266170;Im-3m
mp-1266257;P-4m2
mp-1266303;Pmma
mp-1266377;C2/m
mp-1266395;C2/m
mp-1266404;P1
mp-1266458;Cmcm
mp-1266471;C2
mp-1266481;Cmcm
mp-1266571;P6_3/mmc
mp-1266587;I4_1/amd
mp-1266659;P4_2/mmc
mp-1266667;I4_1/amd
mp-1266697;Cc
mp-1266702;I4/mmm
mp-1266703;Pnma
mp-1266707;P6_3/mmc
mp-1266771;C2/m
mp-1266794;P-4c2
mp-1266799;P-1
mp-1266837;R-3
mp-1266857;Cmcm
mp-1266863;Cmcm
mp-1266920;I-42m
mp-1266980;Fmmm
mp-1266993;C2/m
mp-1267027;Ibam
mp-1267068;Ama2
mp-1267113;Amm2
mp-1267114;Pnma
mp-1267146;I4/mmm
mp-1267174;Cmce
mp-1267197;P4/nbm
mp-1267247;Pm-3m
mp-1267260;Pbcn
mp-1267287;I4_1/amd
mp-1267306;I4_1/amd
mp-1267334;P1
mp-1267354;C2/c
mp-1267364;Pmmn
mp-1267482;P2
mp-1267503;I4/mmm
mp-1267518;P6_3/mmc
mp-1267545;C2/m
mp-1267575;P-6m2
mp-1267580;I-4
mp-1267636;I-42m
mp-1267652;Pnnm
mp-1267726;P-6m2
mp-12678;P6_3/mmc
mp-1267803;Pbcn
mp-1267823;P6_3/mmc
mp-1267849;I4/mmm
mp-1267852;C2/m
mp-1267854;I-4m2
mp-1267870;I-43m
mp-1267892;Amm2
mp-1267912;P2_1
mp-1267938;Pbcn
mp-1268012;Immm
mp-1268018;Pnma
mp-1268019;R-3c
mp-1268036;Fm-3m
mp-1268063;R-3c
mp-1268066;Imma
mp-1268079;P2_1/c
mp-1268090;Cmcm
mp-1268105;Ia-3d
mp-1268163;Pm
mp-1268188;Fddd
mp-127;Im-3m
mp-1272139;P-3m1
mp-12780;P4/nmm
mp-12787;C2/c
mp-1291;Pm-3m
mp-12919;I4_1md
mp-1299942;P6_3/mmc
mp-1299951;Cmcm
mp-1300002;R3c
mp-1300018;P6/mmm
mp-1300101;R-3
mp-1300125;R3m
mp-1300137;P-62m
mp-1300244;Pnma
mp-1300278;Pm-3m
mp-1300297;P4/nmm
mp-1300305;R-3
mp-1300309;Cmcm
mp-1300341;Cmcm
mp-1300365;Amm2
mp-13004;Pa-3
mp-1300409;P4/nmm
mp-1300420;P6_3/mmc
mp-1300491;I4/mmm
mp-1300528;C2/m
mp-1300629;Cmcm
mp-1300645;I4/mmm
mp-1300666;Fm-3m
mp-1300800;Immm
mp-1300906;I4_1/amd
mp-1300992;Cmcm
mp-13055;C2/m
mp-13056;R-3
mp-13070;P6_3/mmc
mp-13132;Pm-3m
mp-13163;P6_3/mmc
mp-1324129;P2
mp-1324146;Pmmn
mp-1324197;I4_1/amd
mp-1324243;Cmcm
mp-1324370;R-3
mp-1324732;Imma
mp-1325175;P4/mcc
mp-1325182;Cmme
mp-1325397;Pna2_1
mp-1325399;I4/mmm
mp-1325447;C2/m
mp-1325894;Ia-3
mp-1325953;I4/mmm
mp-1326047;Pna2_1
mp-1326599;R-3m
mp-1326726;P2_1/c
mp-13272;P-6m2
mp-1327209;Immm
mp-1327236;Pm-3n
mp-1327240;P2_1/c
mp-1327646;Ccce
mp-1327891;Pc
mp-1328047;C222_1
mp-1328204;I4_1/acd
mp-1328375;P-4
mp-1328604;P-1
mp-1328679;I2_12_12_1
mp-1328727;P4_2/mmc
mp-1328765;Cmcm
mp-1329469;C2/m
mp-1329537;C2/c
mp-1329705;P-1
mp-1329767;Pa-3
mp-13303;P6_3mc
mp-1332769;Pn-3m
mp-1332802;I4/mmm
mp-1333026;P-1
mp-1333060;C2/m
mp-1333404;Cmcm
mp-1333441;C222
mp-1333493;I-4m2
mp-1333905;P2_1/c
mp-1334065;Pnma
mp-1334091;Im-3m
mp-1334112;Pbcm
mp-1334167;Cmce
mp-1334262;P4/nmm
mp-1334404;Cmcm
mp-1334420;Cmcm
mp-1334434;C2/c
mp-1334449;P1
mp-1334471;P4/mbm
mp-1334526;Cmcm
mp-1334597;Pnma
mp-1334716;Pbcn
mp-1334765;Pca2_1
mp-1334779;C2/c
mp-1334915;Immm
mp-13350;Cmcm
mp-1335006;Pmn2_1
mp-1335160;Fd-3m
mp-1335183;Fmm2
mp-1335209;Pmna
mp-1335281;P4/nnc
mp-1335313;P6_222
mp-1335338;C2/m
mp-1335343;Ia-3d
mp-1335395;Cmce
mp-1335538;Pnma
mp-1335903;R-3
mp-1336105;Pmma
mp-1336264;P2_1/c
mp-1336271;Pnnm
mp-1336342;P6/mmm
mp-1336398;Pmmn
mp-1336497;Cmcm
mp-1336661;Fm-3m
mp-1336733;P2_12_12_1
mp-1336758;F-43m
mp-1336823;Imm2
mp-1337115;Ccce
mp-1337168;Pnma
mp-1337338;I4_1/amd
mp-1337389;P4_2/mmc
mp-1337419;C2/m
mp-1337421;P2/m
mp-1337426;P2_1/m
mp-1337534;Imma
mp-1337698;P2_1/m
mp-1337737;Pbca
mp-13379;Pnma
mp-1337926;I4_1/amd
mp-1337992;Imma
mp-1338018;Pm-3m
mp-1338138;C2/m
mp-1338165;Cmcm
mp-1338415;Imma
mp-1338536;Ia-3d
mp-1338564;Pmmn
mp-1339781;Fddd
mp-13398;I4/mmm
mp-1339827;Pcca
mp-1340604;P-4c2
mp-1340877;C222
mp-1340982;P-1
mp-1340992;Cmcm
mp-1342241;I4/mmm
mp-1342577;P2_1/c
mp-1342615;Cm
mp-1342750;P1
mp-1342772;Im-3m
mp-1342818;P4_132
mp-1343039;R-3c
mp-1343103;R-3m
mp-1343162;P-1
mp-1343437;I4_122
mp-13435;F-43m
mp-1343558;Pnma
mp-1343643;P-4m2
mp-1343728;Imma
mp-1343815;C2/m
mp-1344172;P-1
mp-1344285;I4_1/amd
mp-1344457;Cmce
mp-1344923;I-42m
mp-1345200;C2/m
mp-1345310;Fddd
mp-1345867;Cmcm
mp-1346183;Ia-3
mp-1346666;Fdd2
mp-1346802;Pcca
mp-1347066;P4/nbm
mp-1347425;R-3
mp-1347781;P2_1/c
mp-1347892;P-1
mp-1348868;I4_1/amd
mp-1349296;I4_1/amd
mp-1349404;P6_3mc
mp-1349657;C2/m
mp-1349858;P6_3/mmc
mp-1350204;P2_12_12_1
mp-1350266;P4/nnc
mp-1350424;P2_1/c
mp-1350913;P4_2/mbc
mp-1350925;P1
mp-1351082;P2_1/c
mp-1351181;Cccm
mp-1351396;I-43m
mp-1351756;P4_2/nbc
mp-1351928;I4/mcm
mp-1352091;P4/n
mp-1352390;Cc
mp-1352407;P4/nbm
mp-1352687;P-42_1c
mp-1353044;P4/nnc
mp-1353259;P4_32_12
mp-1353505;P2_1/c
mp-1353639;C2/c
mp-1353942;Pmma
mp-1354069;Pna2_1
mp-1354085;I-42m
mp-1354196;I4_1/amd
mp-1354306;Cmmm
mp-1354476;Pbcn
mp-1354565;Cmcm
mp-1354599;Fd-3m
mp-1354679;P2_1/c
mp-1354769;P-31c
mp-1354802;P2/c
mp-1354952;C2/m
mp-1355446;P4_12_12
mp-1355968;C2/c
mp-1356117;P6_422
mp-1356965;P23
mp-1357055;P622
mp-1357184;Pmma
mp-1357271;I4/mmm
mp-1357548;P-31c
mp-1357970;I432
mp-1358032;P4_2/nmc
mp-1358106;R-3c
mp-1358174;I2_13
mp-1358208;R-3m
mp-1358262;Fmmm
mp-1358504;Pnnm
mp-1358739;P-1
mp-13590;P-43m
mp-1359029;Pc
mp-1359764;R-3c
mp-1359788;Cmc2_1
mp-1359907;P1
mp-1359931;R-3
mp-1360247;C2/m
mp-1360255;P2_1/c
mp-1360293;I4_1/amd
mp-1361527;P-31m
mp-1361829;I4/mmm
mp-1362111;Pbca
mp-1362188;F4_132
mp-1363139;I4/mcm
mp-1363491;Pmma
mp-1363583;Cmcm
mp-1363587;P6_3mc
mp-1363660;Amm2
mp-1363687;Cmcm
mp-1364247;P1
mp-1364516;P2_1/c
mp-1364669;Imma
mp-1364733;Cmce
mp-1364979;Cmce
mp-1365177;Fm-3m
mp-1365799;I4_1/amd
mp-1365856;P4/mbm
mp-1365921;Cmmm
mp-1365945;Imma
mp-1366114;Im-3m
mp-1366172;Amm2
mp-1366181;I4_1/amd
mp-1366330;P6_3/mcm
mp-1367091;Ia-3
mp-1367497;R-3m
mp-1368078;P1
mp-1369030;P-1
mp-1369079;C2/c
mp-1369150;C2/c
mp-1369404;P-31m
mp-1369452;Pban
mp-1369532;R-3m
mp-1370416;P2_1/c
mp-1370484;I4/mcm
mp-1370819;Pmma
mp-1370896;P4_322
mp-1371300;P4_2/nmc
mp-1371561;Pna2_1
mp-1371741;F-43m
mp-1372432;P-4n2
mp-1373146;C2/m
mp-1373274;R-3c
mp-1373857;P6_522
mp-1374929;Pccn
mp-1375264;P2_12_12_1
mp-1375606;P6_3cm
mp-1376043;P4_2/mcm
mp-1376386;P6_3/mmc
mp-1376420;P-1
mp-1376440;I-4m2
mp-1376527;Pnnm
mp-1376657;P4_2/mmc
mp-1376902;C2/c
mp-1377065;R-3
mp-1377164;Pbca
mp-1378307;P-1
mp-1379056;Pc
mp-1379204;P622
mp-1379679;Pnnn
mp-1379888;Ia-3d
mp-1380220;R-3c
mp-1380228;P622
mp-1380263;Pc
mp-1380742;Im-3m
mp-1380882;P4_2/m
mp-1380926;I4_1md
mp-1380971;C2/m
mp-1381268;C2/m
mp-1381430;I4/mmm
mp-1381575;P-1
mp-1381732;Cmmm
mp-1382008;P-6m2
mp-1382054;Immm
mp-1382615;Pnma
mp-1382752;P2/c
mp-1382997;P6_3/mmc
mp-1383045;Pnma
mp-1383048;Cmce
mp-1383372;P2_1/c
mp-1383569;C2
mp-1384329;Cm
mp-1384590;Pnma
mp-1384712;Pm
mp-1385379;P2_1/c
mp-1385514;P1
mp-1385529;Cmc2_1
mp-1385656;C2/c
mp-1385886;P-4m2
mp-1385905;R32
mp-1386279;P1
mp-1386393;Pn-3m
mp-1386568;C2/m
mp-1386888;C2
mp-1387417;P2_1/c
mp-1387434;Amm2
mp-1387857;Amm2
mp-1388357;I4_122
mp-1388362;Fdd2
mp-1388438;C2/m
mp-1388626;P2_1
mp-1389473;P6_3/mmc
mp-1390078;Fm-3m
mp-1390129;R-3m
mp-1390850;P3
mp-1391187;C2/c
mp-1392416;C2/c
mp-1393028;P4_12_12
mp-1393189;C2
mp-1393343;P2_1/c
mp-1393412;P6_3/mmc
mp-1393870;C2/m
mp-1393886;Pnnm
mp-1394011;P6_3/mmc
mp-1394352;P6_3/mmc
mp-1394430;P4_32_12
mp-1394548;Pnma
mp-1394765;Pbcn
mp-1394883;Ima2
mp-1395203;P4_2/mnm
mp-1395578;Cc
mp-1396167;C2
mp-1397445;I4_1/amd
mp-1397764;P4_32_12
mp-1397961;P1
mp-1398155;Fddd
mp-1398178;P2_1/c
mp-1398433;P1
mp-1398669;R-3m
mp-1399062;C2/m
mp-1399268;C2/m
mp-1399352;C222_1
mp-1400246;P1
mp-1400310;P6_3mc
mp-1401804;Amm2
mp-1401902;Pna2_1
mp-1401963;P4/nmm
mp-1402299;Pmmn
mp-1402335;R3m
mp-1402337;Pnma
mp-1402579;I-4
mp-1402673;P4_32_12
mp-1403310;P3m1
mp-1403313;C2/c
mp-1403751;P-1
mp-1403861;Cmc2_1
mp-1403972;P6_3/mmc
mp-1404361;P1
mp-1404408;P1
mp-1404465;Ibam
mp-1404866;Pmm2
mp-1405083;F-43m
mp-1405649;Amm2
mp-1406117;P1
mp-1406240;P6_3/mmc
mp-1406552;Cmcm
mp-1406586;Pmma
mp-1406726;Pm-3m
mp-1407126;C2/c
mp-1407810;P1
mp-1407982;C2/c
mp-1408752;Cmmm
mp-1408910;I4/mmm
mp-1409391;Fm-3m
mp-1409887;C2/m
mp-1410108;R-3c
mp-1410186;P2
mp-1410335;I4/mmm
mp-1410344;Pm-3n
mp-1410816;C2
mp-1411251;I4/mmm
mp-1411293;Fm-3m
mp-14113;Pm-3m
mp-1411485;Cm
mp-1412420;P-3m1
mp-1412438;I2_12_12_1
mp-1412877;R-3m
mp-1412899;Pm-3m
mp-1412944;Pm-3m
mp-1412959;R-3m
mp-1413027;R-3m
mp-1413202;Cmcm
mp-1413250;P4/mmm
mp-1413443;Pmma
mp-1413450;C2/m
mp-1413758;P4/nmm
mp-1413775;P4/nmm
mp-1413984;P6_322
mp-1414038;Ccc2
mp-1414139;P6_3mc
mp-1414443;P-3m1
mp-1414460;Pnma
mp-1414503;Pnma
mp-1414588;P4/mmm
mp-1414595;P4/nmm
mp-1414645;P6_3/mmc
mp-1414658;Pm-3m
mp-1414855;Cm
mp-1415049;P2/m
mp-1415126;P-62m
mp-1415188;I4/mcm
mp-1415216;P6_3mc
mp-1415337;Cmcm
mp-1415357;P6_3/mmc
mp-1415482;Fmmm
mp-1415528;R-3m
mp-1415629;P6_3/mmc
mp-1415662;I-43d
mp-1415672;Pm-3m
mp-1415922;P2_1/c
mp-1415968;P-3
mp-1416025;P6/mmm
mp-1416057;Pm-3m
mp-1416066;P2_1
mp-1416203;I4/mmm
mp-1416220;I4/mmm
mp-1416247;P4/mbm
mp-1416501;C2
mp-1416532;P-62c
mp-1416550;P6_3/mmc
mp-1416568;Pbcn
mp-1416905;F-43m
mp-1416966;P6_3/mmc
mp-1416972;P6_3/mmc
mp-1417031;Pm-3m
mp-1417290;Fm-3m
mp-1417322;F-43m
mp-1417347;P6/mmm
mp-1417382;P2_13
mp-1417397;I-4
mp-1417399;C2/m
mp-1417624;P6_422
mp-1417981;Fm-3m
mp-1418009;P6_3/mmc
mp-1418015;C2/m
mp-1418019;Pnma
mp-1418177;P4/nmm
mp-1418275;P4/mmm
mp-1418345;I4/mmm
mp-1418663;P6_3/mmc
mp-1418693;P-3m1
mp-1418797;C2/m
mp-1418855;Pnma
mp-1419012;P6_3/mmc
mp-1419032;P6/mmm
mp-1419172;P2_1/c
mp-1419355;Pm-3m
mp-1419423;Cmc2_1
mp-1419887;Pm-3m
mp-1419904;Pnma
mp-1420131;Ibam
mp-1420334;C2/c
mp-1420462;R-3m
mp-1420488;I4/mmm
mp-1420609;I4/m
mp-1420624;P6_3/mmc
mp-1420984;P-3m1
mp-1421122;P6_3/mmc
mp-1421144;I4/mmm
mp-1421205;Cmcm
mp-1421259;Pnma
mp-1421301;Cmcm
mp-1421633;C222_1
mp-1421858;Pm-3m
mp-1421875;P2_1/c
mp-1421912;P-3m1
mp-1422064;P-42m
mp-1422092;P2/c
mp-1422127;Pmna
mp-1422184;P4/nmm
mp-1422199;P-62m
mp-1422484;F-43m
mp-1422530;Pm-3m
mp-1422555;R-3
mp-1422758;P6_422
mp-1423010;P-62m
